event_id,event_ts,region,asset_id,event_type,severity,duration_minutes,source_system,last_updated_ts
GE14001,2026-05-09 00:00:00,WEST,ASSET_009,MAINTENANCE,MEDIUM,116,GRID_FEED_2,2026-05-09 00:00:00
GE14002,2026-05-09 00:07:00,WEST,ASSET_005,ALARM,CRITICAL,152,GRID_FEED_2,2026-05-09 00:07:00
GE14003,2026-05-09 00:14:00,WEST,ASSET_036,MAINTENANCE,HIGH,151,GRID_FEED_2,2026-05-09 00:14:00
GE14004,2026-05-09 00:21:00,WEST,ASSET_032,MAINTENANCE,CRITICAL,178,GRID_FEED_2,2026-05-09 00:21:00
GE14005,2026-05-09 00:28:00,WEST,ASSET_032,MAINTENANCE,MEDIUM,38,GRID_FEED_2,2026-05-09 00:28:00
GE14006,2026-05-09 00:35:00,WEST,ASSET_033,FLUCTUATION,CRITICAL,119,GRID_FEED_2,2026-05-09 00:35:00
GE14007,2026-05-09 00:42:00,WEST,ASSET_009,OUTAGE,MEDIUM,118,GRID_FEED_2,2026-05-09 00:42:00
GE14008,2026-05-09 00:49:00,WEST,ASSET_031,OUTAGE,MEDIUM,145,GRID_FEED_2,2026-05-09 00:49:00
GE14009,2026-05-09 00:56:00,WEST,ASSET_024,OUTAGE,CRITICAL,30,GRID_FEED_2,2026-05-09 00:56:00
GE14010,2026-05-09 01:03:00,WEST,ASSET_008,ALARM,HIGH,12,GRID_FEED_2,2026-05-09 01:03:00
GE14011,2026-05-09 01:10:00,WEST,ASSET_034,FLUCTUATION,LOW,97,GRID_FEED_2,2026-05-09 01:10:00
GE14012,2026-05-09 01:17:00,WEST,ASSET_020,ALARM,HIGH,77,GRID_FEED_2,2026-05-09 01:17:00
GE14013,2026-05-09 01:24:00,WEST,ASSET_032,OUTAGE,MEDIUM,38,GRID_FEED_2,2026-05-09 01:24:00
GE14014,2026-05-09 01:31:00,WEST,ASSET_038,MAINTENANCE,LOW,80,GRID_FEED_2,2026-05-09 01:31:00
GE14015,2026-05-09 01:38:00,WEST,ASSET_019,FLUCTUATION,MEDIUM,127,GRID_FEED_2,2026-05-09 01:38:00
GE14016,2026-05-09 01:45:00,WEST,ASSET_001,OUTAGE,HIGH,19,GRID_FEED_2,2026-05-09 01:45:00
GE14017,2026-05-09 01:52:00,WEST,ASSET_003,MAINTENANCE,CRITICAL,148,GRID_FEED_2,2026-05-09 01:52:00
GE14018,2026-05-09 01:59:00,WEST,ASSET_020,MAINTENANCE,HIGH,98,GRID_FEED_2,2026-05-09 01:59:00
GE14019,2026-05-09 02:06:00,WEST,ASSET_031,FLUCTUATION,MEDIUM,131,GRID_FEED_2,2026-05-09 02:06:00
GE14020,2026-05-09 02:13:00,WEST,ASSET_030,MAINTENANCE,CRITICAL,40,GRID_FEED_2,2026-05-09 02:13:00
GE14021,2026-05-09 02:20:00,WEST,ASSET_021,OUTAGE,CRITICAL,101,GRID_FEED_2,2026-05-09 02:20:00
GE14022,2026-05-09 02:27:00,WEST,ASSET_015,MAINTENANCE,HIGH,140,GRID_FEED_2,2026-05-09 02:27:00
GE14023,2026-05-09 02:34:00,WEST,ASSET_003,MAINTENANCE,HIGH,167,GRID_FEED_2,2026-05-09 02:34:00
