event_id,event_ts,region,asset_id,event_type,severity,duration_minutes,source_system,last_updated_ts
GE03001,2026-05-05 00:00:00,EAST,ASSET_020,FLUCTUATION,HIGH,46,GRID_FEED_1,2026-05-05 00:00:00
GE03002,2026-05-05 00:07:00,EAST,ASSET_008,ALARM,LOW,53,GRID_FEED_1,2026-05-05 00:07:00
GE03003,2026-05-05 00:14:00,EAST,ASSET_006,MAINTENANCE,LOW,125,GRID_FEED_1,2026-05-05 00:14:00
GE03004,2026-05-05 00:21:00,EAST,ASSET_033,FLUCTUATION,MEDIUM,89,GRID_FEED_1,2026-05-05 00:21:00
GE03005,2026-05-05 00:28:00,EAST,ASSET_031,ALARM,HIGH,38,GRID_FEED_1,2026-05-05 00:28:00
GE03006,2026-05-05 00:35:00,EAST,ASSET_007,FLUCTUATION,MEDIUM,11,GRID_FEED_1,2026-05-05 00:35:00
GE03007,2026-05-05 00:42:00,EAST,ASSET_030,MAINTENANCE,LOW,3,GRID_FEED_1,2026-05-05 00:42:00
GE03008,2026-05-05 00:49:00,EAST,ASSET_020,OUTAGE,LOW,87,GRID_FEED_1,2026-05-05 00:49:00
GE03009,2026-05-05 00:56:00,EAST,ASSET_030,OUTAGE,LOW,135,GRID_FEED_1,2026-05-05 00:56:00
GE03010,2026-05-05 01:03:00,EAST,ASSET_020,OUTAGE,HIGH,165,GRID_FEED_1,2026-05-05 01:03:00
GE03011,2026-05-05 01:10:00,EAST,ASSET_014,ALARM,MEDIUM,51,GRID_FEED_1,2026-05-05 01:10:00
GE03012,2026-05-05 01:17:00,EAST,ASSET_019,ALARM,HIGH,114,GRID_FEED_1,2026-05-05 01:17:00
GE03013,2026-05-05 01:24:00,EAST,ASSET_008,ALARM,MEDIUM,42,GRID_FEED_1,2026-05-05 01:24:00
GE03014,2026-05-05 01:31:00,EAST,ASSET_018,OUTAGE,LOW,161,GRID_FEED_1,2026-05-05 01:31:00
GE03015,2026-05-05 01:38:00,EAST,ASSET_036,OUTAGE,MEDIUM,140,GRID_FEED_1,2026-05-05 01:38:00
GE03016,2026-05-05 01:45:00,EAST,ASSET_023,ALARM,HIGH,38,GRID_FEED_1,2026-05-05 01:45:00
GE03017,2026-05-05 01:52:00,EAST,ASSET_019,FLUCTUATION,MEDIUM,20,GRID_FEED_1,2026-05-05 01:52:00
GE03018,2026-05-05 01:59:00,EAST,ASSET_020,ALARM,CRITICAL,14,GRID_FEED_1,2026-05-05 01:59:00
GE03019,2026-05-05 02:06:00,EAST,ASSET_009,OUTAGE,CRITICAL,174,GRID_FEED_1,2026-05-05 02:06:00
GE03020,2026-05-05 02:13:00,EAST,ASSET_004,OUTAGE,CRITICAL,15,GRID_FEED_1,2026-05-05 02:13:00
GE03021,2026-05-05 02:20:00,EAST,ASSET_006,MAINTENANCE,CRITICAL,47,GRID_FEED_1,2026-05-05 02:20:00
GE03022,2026-05-05 02:27:00,EAST,ASSET_039,MAINTENANCE,HIGH,81,GRID_FEED_1,2026-05-05 02:27:00
GE03023,2026-05-05 02:34:00,EAST,ASSET_022,FLUCTUATION,LOW,121,GRID_FEED_1,2026-05-05 02:34:00
