event_id,event_ts,region,asset_id,event_type,severity,duration_minutes,source_system,last_updated_ts
GE15001,2026-05-09 00:00:00,CENTRAL,ASSET_028,MAINTENANCE,LOW,2,GRID_FEED_1,2026-05-09 00:00:00
GE15002,2026-05-09 00:07:00,CENTRAL,ASSET_030,ALARM,MEDIUM,2,GRID_FEED_1,2026-05-09 00:07:00
GE15003,2026-05-09 00:14:00,CENTRAL,ASSET_004,MAINTENANCE,HIGH,155,GRID_FEED_1,2026-05-09 00:14:00
GE15004,2026-05-09 00:21:00,CENTRAL,ASSET_017,MAINTENANCE,HIGH,163,GRID_FEED_1,2026-05-09 00:21:00
GE15005,2026-05-09 00:28:00,CENTRAL,ASSET_014,ALARM,LOW,43,GRID_FEED_1,2026-05-09 00:28:00
GE15006,2026-05-09 00:35:00,CENTRAL,ASSET_035,OUTAGE,HIGH,24,GRID_FEED_1,2026-05-09 00:35:00
GE15007,2026-05-09 00:42:00,CENTRAL,ASSET_026,OUTAGE,MEDIUM,144,GRID_FEED_1,2026-05-09 00:42:00
GE15008,2026-05-09 00:49:00,CENTRAL,ASSET_018,MAINTENANCE,MEDIUM,158,GRID_FEED_1,2026-05-09 00:49:00
GE15009,2026-05-09 00:56:00,CENTRAL,ASSET_033,ALARM,HIGH,164,GRID_FEED_1,2026-05-09 00:56:00
GE15010,2026-05-09 01:03:00,CENTRAL,ASSET_017,MAINTENANCE,HIGH,64,GRID_FEED_1,2026-05-09 01:03:00
GE15011,2026-05-09 01:10:00,CENTRAL,ASSET_021,ALARM,MEDIUM,119,GRID_FEED_1,2026-05-09 01:10:00
GE15012,2026-05-09 01:17:00,CENTRAL,ASSET_039,ALARM,LOW,179,GRID_FEED_1,2026-05-09 01:17:00
GE15013,2026-05-09 01:24:00,CENTRAL,ASSET_009,OUTAGE,CRITICAL,3,GRID_FEED_1,2026-05-09 01:24:00
GE15014,2026-05-09 01:31:00,CENTRAL,ASSET_001,FLUCTUATION,CRITICAL,144,GRID_FEED_1,2026-05-09 01:31:00
GE15015,2026-05-09 01:38:00,CENTRAL,ASSET_032,MAINTENANCE,LOW,168,GRID_FEED_1,2026-05-09 01:38:00
GE15016,2026-05-09 01:45:00,CENTRAL,ASSET_005,OUTAGE,CRITICAL,174,GRID_FEED_1,2026-05-09 01:45:00
GE15017,2026-05-09 01:52:00,CENTRAL,ASSET_008,ALARM,CRITICAL,155,GRID_FEED_1,2026-05-09 01:52:00
