event_id,event_ts,region,asset_id,event_type,severity,duration_minutes,source_system,last_updated_ts
GE06001,2026-05-06 00:00:00,NORTH,ASSET_032,OUTAGE,LOW,3,GRID_FEED_2,2026-05-06 00:00:00
GE06002,2026-05-06 00:07:00,NORTH,ASSET_012,OUTAGE,HIGH,108,GRID_FEED_2,2026-05-06 00:07:00
GE06003,2026-05-06 00:14:00,NORTH,ASSET_031,FLUCTUATION,MEDIUM,38,GRID_FEED_2,2026-05-06 00:14:00
GE06004,2026-05-06 00:21:00,NORTH,ASSET_018,MAINTENANCE,CRITICAL,63,GRID_FEED_2,2026-05-06 00:21:00
GE06005,2026-05-06 00:28:00,NORTH,ASSET_012,OUTAGE,MEDIUM,129,GRID_FEED_2,2026-05-06 00:28:00
GE06006,2026-05-06 00:35:00,NORTH,ASSET_040,OUTAGE,HIGH,91,GRID_FEED_2,2026-05-06 00:35:00
GE06007,2026-05-06 00:42:00,NORTH,ASSET_027,OUTAGE,MEDIUM,51,GRID_FEED_2,2026-05-06 00:42:00
GE06008,2026-05-06 00:49:00,NORTH,ASSET_008,OUTAGE,HIGH,140,GRID_FEED_2,2026-05-06 00:49:00
GE06009,2026-05-06 00:56:00,NORTH,ASSET_033,FLUCTUATION,CRITICAL,162,GRID_FEED_2,2026-05-06 00:56:00
GE06010,2026-05-06 01:03:00,NORTH,ASSET_014,ALARM,LOW,51,GRID_FEED_2,2026-05-06 01:03:00
GE06011,2026-05-06 01:10:00,NORTH,ASSET_008,FLUCTUATION,CRITICAL,129,GRID_FEED_2,2026-05-06 01:10:00
GE06012,2026-05-06 01:17:00,NORTH,ASSET_012,FLUCTUATION,LOW,15,GRID_FEED_2,2026-05-06 01:17:00
GE06013,2026-05-06 01:24:00,NORTH,ASSET_024,ALARM,MEDIUM,113,GRID_FEED_2,2026-05-06 01:24:00
GE06014,2026-05-06 01:31:00,NORTH,ASSET_017,ALARM,CRITICAL,13,GRID_FEED_2,2026-05-06 01:31:00
GE06015,2026-05-06 01:38:00,NORTH,ASSET_007,OUTAGE,MEDIUM,42,GRID_FEED_2,2026-05-06 01:38:00
GE06016,2026-05-06 01:45:00,NORTH,ASSET_002,MAINTENANCE,LOW,20,GRID_FEED_2,2026-05-06 01:45:00
GE06017,2026-05-06 01:52:00,NORTH,ASSET_016,MAINTENANCE,HIGH,109,GRID_FEED_2,2026-05-06 01:52:00
GE06018,2026-05-06 01:59:00,NORTH,ASSET_013,ALARM,MEDIUM,30,GRID_FEED_2,2026-05-06 01:59:00
GE06019,2026-05-06 02:06:00,NORTH,ASSET_021,FLUCTUATION,LOW,62,GRID_FEED_2,2026-05-06 02:06:00
GE06020,2026-05-06 02:13:00,NORTH,ASSET_027,FLUCTUATION,CRITICAL,58,GRID_FEED_2,2026-05-06 02:13:00
GE06021,2026-05-06 02:20:00,NORTH,ASSET_005,MAINTENANCE,CRITICAL,15,GRID_FEED_2,2026-05-06 02:20:00
GE06022,2026-05-06 02:27:00,NORTH,ASSET_028,FLUCTUATION,MEDIUM,158,GRID_FEED_2,2026-05-06 02:27:00
GE06023,2026-05-06 02:34:00,NORTH,ASSET_030,FLUCTUATION,CRITICAL,97,GRID_FEED_2,2026-05-06 02:34:00
GE06024,2026-05-06 02:41:00,NORTH,ASSET_009,MAINTENANCE,MEDIUM,163,GRID_FEED_2,2026-05-06 02:41:00
GE06025,2026-05-06 02:48:00,NORTH,ASSET_023,ALARM,MEDIUM,87,GRID_FEED_2,2026-05-06 02:48:00
GE06026,2026-05-06 02:55:00,NORTH,ASSET_009,OUTAGE,LOW,73,GRID_FEED_2,2026-05-06 02:55:00
GE06027,2026-05-06 03:02:00,NORTH,ASSET_009,OUTAGE,CRITICAL,119,GRID_FEED_2,2026-05-06 03:02:00
GE06028,2026-05-06 03:09:00,NORTH,ASSET_027,FLUCTUATION,HIGH,58,GRID_FEED_2,2026-05-06 03:09:00
GE06029,2026-05-06 03:16:00,NORTH,ASSET_019,FLUCTUATION,MEDIUM,149,GRID_FEED_2,2026-05-06 03:16:00
