event_id,event_ts,region,asset_id,event_type,severity,duration_minutes,source_system,last_updated_ts
GE07001,2026-05-07 00:00:00,SOUTH,ASSET_012,OUTAGE,MEDIUM,37,GRID_FEED_1,2026-05-07 00:00:00
GE07002,2026-05-07 00:07:00,SOUTH,ASSET_022,FLUCTUATION,LOW,168,GRID_FEED_1,2026-05-07 00:07:00
GE07003,2026-05-07 00:14:00,SOUTH,ASSET_031,FLUCTUATION,MEDIUM,84,GRID_FEED_1,2026-05-07 00:14:00
GE07004,2026-05-07 00:21:00,SOUTH,ASSET_023,ALARM,CRITICAL,72,GRID_FEED_1,2026-05-07 00:21:00
GE07005,2026-05-07 00:28:00,SOUTH,ASSET_004,OUTAGE,HIGH,90,GRID_FEED_1,2026-05-07 00:28:00
GE07006,2026-05-07 00:35:00,SOUTH,ASSET_029,MAINTENANCE,LOW,122,GRID_FEED_1,2026-05-07 00:35:00
GE07007,2026-05-07 00:42:00,SOUTH,ASSET_035,ALARM,CRITICAL,160,GRID_FEED_1,2026-05-07 00:42:00
GE07008,2026-05-07 00:49:00,SOUTH,ASSET_024,OUTAGE,MEDIUM,119,GRID_FEED_1,2026-05-07 00:49:00
GE07009,2026-05-07 00:56:00,SOUTH,ASSET_006,OUTAGE,CRITICAL,47,GRID_FEED_1,2026-05-07 00:56:00
GE07010,2026-05-07 01:03:00,SOUTH,ASSET_019,OUTAGE,LOW,44,GRID_FEED_1,2026-05-07 01:03:00
GE07011,2026-05-07 01:10:00,SOUTH,ASSET_018,OUTAGE,MEDIUM,129,GRID_FEED_1,2026-05-07 01:10:00
GE07012,2026-05-07 01:17:00,SOUTH,ASSET_010,FLUCTUATION,LOW,77,GRID_FEED_1,2026-05-07 01:17:00
GE07013,2026-05-07 01:24:00,SOUTH,ASSET_027,FLUCTUATION,CRITICAL,90,GRID_FEED_1,2026-05-07 01:24:00
GE07014,2026-05-07 01:31:00,SOUTH,ASSET_027,MAINTENANCE,LOW,76,GRID_FEED_1,2026-05-07 01:31:00
GE07015,2026-05-07 01:38:00,SOUTH,ASSET_013,OUTAGE,LOW,61,GRID_FEED_1,2026-05-07 01:38:00
GE07016,2026-05-07 01:45:00,SOUTH,ASSET_034,ALARM,CRITICAL,150,GRID_FEED_1,2026-05-07 01:45:00
GE07017,2026-05-07 01:52:00,SOUTH,ASSET_022,ALARM,CRITICAL,153,GRID_FEED_1,2026-05-07 01:52:00
GE07018,2026-05-07 01:59:00,SOUTH,ASSET_034,MAINTENANCE,CRITICAL,79,GRID_FEED_1,2026-05-07 01:59:00
GE07019,2026-05-07 02:06:00,SOUTH,ASSET_037,FLUCTUATION,HIGH,45,GRID_FEED_1,2026-05-07 02:06:00
GE07020,2026-05-07 02:13:00,SOUTH,ASSET_017,FLUCTUATION,CRITICAL,97,GRID_FEED_1,2026-05-07 02:13:00
GE07021,2026-05-07 02:20:00,SOUTH,ASSET_019,OUTAGE,MEDIUM,92,GRID_FEED_1,2026-05-07 02:20:00
GE07022,2026-05-07 02:27:00,SOUTH,ASSET_019,MAINTENANCE,MEDIUM,160,GRID_FEED_1,2026-05-07 02:27:00
GE07023,2026-05-07 02:34:00,SOUTH,ASSET_011,ALARM,MEDIUM,46,GRID_FEED_1,2026-05-07 02:34:00
GE07024,2026-05-07 02:41:00,SOUTH,ASSET_010,FLUCTUATION,MEDIUM,31,GRID_FEED_1,2026-05-07 02:41:00
GE07025,2026-05-07 02:48:00,SOUTH,ASSET_003,ALARM,MEDIUM,114,GRID_FEED_1,2026-05-07 02:48:00
GE07026,2026-05-07 02:55:00,SOUTH,ASSET_017,ALARM,MEDIUM,54,GRID_FEED_1,2026-05-07 02:55:00
GE07027,2026-05-07 03:02:00,SOUTH,ASSET_036,OUTAGE,HIGH,90,GRID_FEED_1,2026-05-07 03:02:00
GE07028,2026-05-07 03:09:00,SOUTH,ASSET_010,ALARM,CRITICAL,140,GRID_FEED_1,2026-05-07 03:09:00
GE07029,2026-05-07 03:16:00,SOUTH,ASSET_011,ALARM,LOW,8,GRID_FEED_1,2026-05-07 03:16:00
GE07030,2026-05-07 03:23:00,SOUTH,ASSET_026,MAINTENANCE,MEDIUM,119,GRID_FEED_1,2026-05-07 03:23:00
GE07031,2026-05-07 03:30:00,SOUTH,ASSET_021,FLUCTUATION,LOW,141,GRID_FEED_1,2026-05-07 03:30:00
GE07032,2026-05-07 03:37:00,SOUTH,ASSET_033,ALARM,HIGH,123,GRID_FEED_1,2026-05-07 03:37:00
GE07033,2026-05-07 03:44:00,SOUTH,ASSET_019,FLUCTUATION,CRITICAL,88,GRID_FEED_1,2026-05-07 03:44:00
