event_date,region,market_type,price_eur_mwh,volume_mwh,source_system,last_updated_ts
2026-05-09,EAST,BALANCING,48.53,2410.7,MARKET_FEED_1,2026-05-09 00:00:00
2026-05-09,EAST,BALANCING,88.7,2238.1,MARKET_FEED_1,2026-05-09 00:05:00
2026-05-09,EAST,INTRADAY,46.78,2425.8,MARKET_FEED_1,2026-05-09 00:10:00
2026-05-09,EAST,INTRADAY,42.51,1314.8,MARKET_FEED_1,2026-05-09 00:15:00
2026-05-09,EAST,BALANCING,40.61,1889.7,MARKET_FEED_1,2026-05-09 00:20:00
2026-05-09,EAST,BALANCING,91.5,1062.1,MARKET_FEED_1,2026-05-09 00:25:00
2026-05-09,EAST,BALANCING,72.47,2333.4,MARKET_FEED_1,2026-05-09 00:30:00
2026-05-09,EAST,INTRADAY,85.55,1758.2,MARKET_FEED_1,2026-05-09 00:35:00
2026-05-09,EAST,DAY_AHEAD,39.87,2412.5,MARKET_FEED_1,2026-05-09 00:40:00
2026-05-09,EAST,BALANCING,50.88,1158.4,MARKET_FEED_1,2026-05-09 00:45:00
2026-05-09,EAST,BALANCING,60.0,1886.3,MARKET_FEED_1,2026-05-09 00:50:00
2026-05-09,EAST,INTRADAY,88.34,1727.5,MARKET_FEED_1,2026-05-09 00:55:00
2026-05-09,EAST,BALANCING,92.4,1621.0,MARKET_FEED_1,2026-05-09 01:00:00
2026-05-09,EAST,BALANCING,59.37,1571.0,MARKET_FEED_1,2026-05-09 01:05:00
2026-05-09,EAST,BALANCING,38.59,1547.3,MARKET_FEED_1,2026-05-09 01:10:00
2026-05-09,EAST,INTRADAY,62.87,1378.3,MARKET_FEED_1,2026-05-09 01:15:00
2026-05-09,EAST,DAY_AHEAD,53.75,2021.2,MARKET_FEED_1,2026-05-09 01:20:00
2026-05-09,EAST,BALANCING,94.28,1387.1,MARKET_FEED_1,2026-05-09 01:25:00
2026-05-09,EAST,INTRADAY,42.85,1429.9,MARKET_FEED_1,2026-05-09 01:30:00
2026-05-09,EAST,BALANCING,41.37,1211.0,MARKET_FEED_1,2026-05-09 01:35:00
2026-05-09,EAST,DAY_AHEAD,51.05,1221.5,MARKET_FEED_1,2026-05-09 01:40:00
2026-05-09,EAST,DAY_AHEAD,38.04,2407.2,MARKET_FEED_1,2026-05-09 01:45:00
2026-05-09,EAST,BALANCING,60.09,2436.6,MARKET_FEED_1,2026-05-09 01:50:00
2026-05-09,EAST,DAY_AHEAD,83.81,2387.4,MARKET_FEED_1,2026-05-09 01:55:00
2026-05-09,EAST,BALANCING,53.76,2097.3,MARKET_FEED_1,2026-05-09 02:00:00
2026-05-09,EAST,INTRADAY,94.76,1593.6,MARKET_FEED_1,2026-05-09 02:05:00
2026-05-09,EAST,INTRADAY,64.84,953.1,MARKET_FEED_1,2026-05-09 02:10:00
2026-05-09,EAST,INTRADAY,65.33,2443.4,MARKET_FEED_1,2026-05-09 02:15:00
2026-05-09,EAST,DAY_AHEAD,70.0,882.7,MARKET_FEED_1,2026-05-09 02:20:00
2026-05-09,EAST,INTRADAY,64.69,2300.0,MARKET_FEED_1,2026-05-09 02:25:00
2026-05-09,EAST,BALANCING,75.35,1285.8,MARKET_FEED_1,2026-05-09 02:30:00
2026-05-09,EAST,DAY_AHEAD,85.83,1532.6,MARKET_FEED_1,2026-05-09 02:35:00
2026-05-09,EAST,INTRADAY,78.65,2098.6,MARKET_FEED_1,2026-05-09 02:40:00
2026-05-09,EAST,INTRADAY,37.71,887.0,MARKET_FEED_1,2026-05-09 02:45:00
2026-05-09,EAST,BALANCING,46.68,1740.5,MARKET_FEED_1,2026-05-09 02:50:00
2026-05-09,EAST,DAY_AHEAD,58.18,1565.6,MARKET_FEED_1,2026-05-09 02:55:00
2026-05-09,EAST,BALANCING,51.78,2481.5,MARKET_FEED_1,2026-05-09 03:00:00
2026-05-09,EAST,BALANCING,71.66,1018.7,MARKET_FEED_1,2026-05-09 03:05:00
2026-05-09,EAST,DAY_AHEAD,58.63,2151.3,MARKET_FEED_1,2026-05-09 03:10:00
2026-05-09,EAST,INTRADAY,68.47,1421.5,MARKET_FEED_1,2026-05-09 03:15:00
2026-05-09,EAST,DAY_AHEAD,46.94,1665.5,MARKET_FEED_1,2026-05-09 03:20:00
2026-05-09,EAST,BALANCING,37.42,866.2,MARKET_FEED_1,2026-05-09 03:25:00
2026-05-09,EAST,BALANCING,54.98,1605.4,MARKET_FEED_1,2026-05-09 03:30:00
2026-05-09,EAST,INTRADAY,43.94,2318.3,MARKET_FEED_1,2026-05-09 03:35:00
2026-05-09,EAST,DAY_AHEAD,54.68,1842.2,MARKET_FEED_1,2026-05-09 03:40:00
2026-05-09,EAST,DAY_AHEAD,58.58,1848.1,MARKET_FEED_1,2026-05-09 03:45:00
2026-05-09,EAST,INTRADAY,70.62,1662.4,MARKET_FEED_1,2026-05-09 03:50:00
2026-05-09,EAST,BALANCING,66.94,2004.9,MARKET_FEED_1,2026-05-09 03:55:00
2026-05-09,EAST,INTRADAY,63.49,828.3,MARKET_FEED_1,2026-05-09 04:00:00
2026-05-09,EAST,INTRADAY,75.43,2465.8,MARKET_FEED_1,2026-05-09 04:05:00
