event_date,region,market_type,price_eur_mwh,volume_mwh,source_system,last_updated_ts
2026-05-05,EAST,INTRADAY,52.1,1544.9,MARKET_FEED_3,2026-05-05 00:00:00
2026-05-05,EAST,BALANCING,77.21,1839.9,MARKET_FEED_3,2026-05-05 00:05:00
2026-05-05,EAST,BALANCING,66.74,1935.4,MARKET_FEED_3,2026-05-05 00:10:00
2026-05-05,EAST,BALANCING,52.96,1927.8,MARKET_FEED_3,2026-05-05 00:15:00
2026-05-05,EAST,DAY_AHEAD,50.87,2312.5,MARKET_FEED_3,2026-05-05 00:20:00
2026-05-05,EAST,BALANCING,68.19,1263.0,MARKET_FEED_3,2026-05-05 00:25:00
2026-05-05,EAST,BALANCING,47.64,1382.9,MARKET_FEED_3,2026-05-05 00:30:00
2026-05-05,EAST,BALANCING,73.05,1248.8,MARKET_FEED_3,2026-05-05 00:35:00
2026-05-05,EAST,INTRADAY,50.07,2343.9,MARKET_FEED_3,2026-05-05 00:40:00
2026-05-05,EAST,DAY_AHEAD,40.54,1520.1,MARKET_FEED_3,2026-05-05 00:45:00
2026-05-05,EAST,INTRADAY,37.65,1367.0,MARKET_FEED_3,2026-05-05 00:50:00
2026-05-05,EAST,DAY_AHEAD,73.23,1245.3,MARKET_FEED_3,2026-05-05 00:55:00
2026-05-05,EAST,BALANCING,61.51,1999.6,MARKET_FEED_3,2026-05-05 01:00:00
2026-05-05,EAST,BALANCING,35.58,927.9,MARKET_FEED_3,2026-05-05 01:05:00
2026-05-05,EAST,BALANCING,89.24,1727.5,MARKET_FEED_3,2026-05-05 01:10:00
2026-05-05,EAST,INTRADAY,69.95,1051.8,MARKET_FEED_3,2026-05-05 01:15:00
2026-05-05,EAST,DAY_AHEAD,37.51,1419.9,MARKET_FEED_3,2026-05-05 01:20:00
2026-05-05,EAST,DAY_AHEAD,88.94,1157.1,MARKET_FEED_3,2026-05-05 01:25:00
2026-05-05,EAST,DAY_AHEAD,75.02,1401.3,MARKET_FEED_3,2026-05-05 01:30:00
2026-05-05,EAST,BALANCING,88.05,1490.8,MARKET_FEED_3,2026-05-05 01:35:00
2026-05-05,EAST,BALANCING,79.97,2373.8,MARKET_FEED_3,2026-05-05 01:40:00
2026-05-05,EAST,DAY_AHEAD,86.88,2459.6,MARKET_FEED_3,2026-05-05 01:45:00
2026-05-05,EAST,DAY_AHEAD,87.88,842.1,MARKET_FEED_3,2026-05-05 01:50:00
2026-05-05,EAST,BALANCING,90.47,2130.1,MARKET_FEED_3,2026-05-05 01:55:00
2026-05-05,EAST,INTRADAY,83.13,2268.9,MARKET_FEED_3,2026-05-05 02:00:00
2026-05-05,EAST,DAY_AHEAD,51.01,2138.5,MARKET_FEED_3,2026-05-05 02:05:00
2026-05-05,EAST,DAY_AHEAD,57.95,865.8,MARKET_FEED_3,2026-05-05 02:10:00
2026-05-05,EAST,INTRADAY,48.35,2188.2,MARKET_FEED_3,2026-05-05 02:15:00
2026-05-05,EAST,INTRADAY,55.98,2194.9,MARKET_FEED_3,2026-05-05 02:20:00
2026-05-05,EAST,DAY_AHEAD,48.38,1922.1,MARKET_FEED_3,2026-05-05 02:25:00
2026-05-05,EAST,INTRADAY,54.7,2269.4,MARKET_FEED_3,2026-05-05 02:30:00
2026-05-05,EAST,INTRADAY,56.07,1666.0,MARKET_FEED_3,2026-05-05 02:35:00
2026-05-05,EAST,BALANCING,93.87,1711.6,MARKET_FEED_3,2026-05-05 02:40:00
2026-05-05,EAST,DAY_AHEAD,41.92,2449.7,MARKET_FEED_3,2026-05-05 02:45:00
2026-05-05,EAST,DAY_AHEAD,69.84,2472.0,MARKET_FEED_3,2026-05-05 02:50:00
2026-05-05,EAST,DAY_AHEAD,41.5,1538.8,MARKET_FEED_3,2026-05-05 02:55:00
2026-05-05,EAST,BALANCING,82.19,1541.9,MARKET_FEED_3,2026-05-05 03:00:00
2026-05-05,EAST,BALANCING,41.94,2329.2,MARKET_FEED_3,2026-05-05 03:05:00
2026-05-05,EAST,DAY_AHEAD,50.28,2004.9,MARKET_FEED_3,2026-05-05 03:10:00
2026-05-05,EAST,DAY_AHEAD,66.2,2171.1,MARKET_FEED_3,2026-05-05 03:15:00
2026-05-05,EAST,BALANCING,78.17,2061.3,MARKET_FEED_3,2026-05-05 03:20:00
2026-05-05,EAST,BALANCING,46.82,1533.2,MARKET_FEED_3,2026-05-05 03:25:00
2026-05-05,EAST,BALANCING,90.25,1859.4,MARKET_FEED_3,2026-05-05 03:30:00
2026-05-05,EAST,BALANCING,85.88,2023.6,MARKET_FEED_3,2026-05-05 03:35:00
2026-05-05,EAST,INTRADAY,65.43,1933.7,MARKET_FEED_3,2026-05-05 03:40:00
2026-05-05,EAST,INTRADAY,59.14,1302.6,MARKET_FEED_3,2026-05-05 03:45:00
2026-05-05,EAST,DAY_AHEAD,46.51,1930.4,MARKET_FEED_3,2026-05-05 03:50:00
2026-05-05,EAST,INTRADAY,75.64,2334.8,MARKET_FEED_3,2026-05-05 03:55:00
2026-05-05,EAST,BALANCING,69.15,1490.3,MARKET_FEED_3,2026-05-05 04:00:00
2026-05-05,EAST,DAY_AHEAD,53.23,1157.3,MARKET_FEED_3,2026-05-05 04:05:00
