event_date,region,market_type,price_eur_mwh,volume_mwh,source_system,last_updated_ts
2026-05-06,CENTRAL,DAY_AHEAD,68.84,1170.5,MARKET_FEED_2,2026-05-06 00:00:00
2026-05-06,CENTRAL,BALANCING,50.37,1427.1,MARKET_FEED_2,2026-05-06 00:05:00
2026-05-06,CENTRAL,BALANCING,71.43,2071.5,MARKET_FEED_2,2026-05-06 00:10:00
2026-05-06,CENTRAL,DAY_AHEAD,81.67,1078.4,MARKET_FEED_2,2026-05-06 00:15:00
2026-05-06,CENTRAL,INTRADAY,41.49,843.7,MARKET_FEED_2,2026-05-06 00:20:00
2026-05-06,CENTRAL,INTRADAY,69.55,2343.6,MARKET_FEED_2,2026-05-06 00:25:00
2026-05-06,CENTRAL,INTRADAY,58.8,2015.5,MARKET_FEED_2,2026-05-06 00:30:00
2026-05-06,CENTRAL,DAY_AHEAD,70.53,2212.0,MARKET_FEED_2,2026-05-06 00:35:00
2026-05-06,CENTRAL,DAY_AHEAD,41.11,2113.2,MARKET_FEED_2,2026-05-06 00:40:00
2026-05-06,CENTRAL,BALANCING,71.02,1005.8,MARKET_FEED_2,2026-05-06 00:45:00
2026-05-06,CENTRAL,BALANCING,81.96,1390.2,MARKET_FEED_2,2026-05-06 00:50:00
2026-05-06,CENTRAL,INTRADAY,74.69,917.2,MARKET_FEED_2,2026-05-06 00:55:00
2026-05-06,CENTRAL,BALANCING,55.47,2244.3,MARKET_FEED_2,2026-05-06 01:00:00
2026-05-06,CENTRAL,INTRADAY,41.33,2433.3,MARKET_FEED_2,2026-05-06 01:05:00
2026-05-06,CENTRAL,BALANCING,88.49,1581.6,MARKET_FEED_2,2026-05-06 01:10:00
2026-05-06,CENTRAL,DAY_AHEAD,61.13,2047.5,MARKET_FEED_2,2026-05-06 01:15:00
2026-05-06,CENTRAL,BALANCING,51.2,2173.9,MARKET_FEED_2,2026-05-06 01:20:00
2026-05-06,CENTRAL,BALANCING,81.48,1590.3,MARKET_FEED_2,2026-05-06 01:25:00
2026-05-06,CENTRAL,BALANCING,70.55,1347.9,MARKET_FEED_2,2026-05-06 01:30:00
2026-05-06,CENTRAL,DAY_AHEAD,84.84,947.3,MARKET_FEED_2,2026-05-06 01:35:00
2026-05-06,CENTRAL,INTRADAY,49.63,1590.0,MARKET_FEED_2,2026-05-06 01:40:00
2026-05-06,CENTRAL,BALANCING,75.09,1371.9,MARKET_FEED_2,2026-05-06 01:45:00
2026-05-06,CENTRAL,INTRADAY,86.06,1109.1,MARKET_FEED_2,2026-05-06 01:50:00
2026-05-06,CENTRAL,DAY_AHEAD,56.29,1239.2,MARKET_FEED_2,2026-05-06 01:55:00
2026-05-06,CENTRAL,INTRADAY,87.82,1992.0,MARKET_FEED_2,2026-05-06 02:00:00
2026-05-06,CENTRAL,INTRADAY,68.35,1678.3,MARKET_FEED_2,2026-05-06 02:05:00
2026-05-06,CENTRAL,DAY_AHEAD,40.14,2024.1,MARKET_FEED_2,2026-05-06 02:10:00
2026-05-06,CENTRAL,INTRADAY,68.31,1208.6,MARKET_FEED_2,2026-05-06 02:15:00
2026-05-06,CENTRAL,INTRADAY,73.75,1634.4,MARKET_FEED_2,2026-05-06 02:20:00
2026-05-06,CENTRAL,DAY_AHEAD,40.58,1176.7,MARKET_FEED_2,2026-05-06 02:25:00
2026-05-06,CENTRAL,BALANCING,49.6,1928.7,MARKET_FEED_2,2026-05-06 02:30:00
2026-05-06,CENTRAL,INTRADAY,63.4,1702.6,MARKET_FEED_2,2026-05-06 02:35:00
2026-05-06,CENTRAL,INTRADAY,94.8,1735.7,MARKET_FEED_2,2026-05-06 02:40:00
2026-05-06,CENTRAL,INTRADAY,77.17,1260.6,MARKET_FEED_2,2026-05-06 02:45:00
2026-05-06,CENTRAL,INTRADAY,48.83,2026.2,MARKET_FEED_2,2026-05-06 02:50:00
2026-05-06,CENTRAL,INTRADAY,42.17,1711.0,MARKET_FEED_2,2026-05-06 02:55:00
2026-05-06,CENTRAL,BALANCING,46.11,1167.9,MARKET_FEED_2,2026-05-06 03:00:00
2026-05-06,CENTRAL,INTRADAY,51.59,1802.3,MARKET_FEED_2,2026-05-06 03:05:00
2026-05-06,CENTRAL,BALANCING,70.81,2466.9,MARKET_FEED_2,2026-05-06 03:10:00
2026-05-06,CENTRAL,DAY_AHEAD,52.77,1413.5,MARKET_FEED_2,2026-05-06 03:15:00
2026-05-06,CENTRAL,INTRADAY,35.85,1708.0,MARKET_FEED_2,2026-05-06 03:20:00
2026-05-06,CENTRAL,INTRADAY,37.73,892.7,MARKET_FEED_2,2026-05-06 03:25:00
2026-05-06,CENTRAL,INTRADAY,76.85,1014.7,MARKET_FEED_2,2026-05-06 03:30:00
2026-05-06,CENTRAL,INTRADAY,41.16,820.9,MARKET_FEED_2,2026-05-06 03:35:00
2026-05-06,CENTRAL,INTRADAY,63.16,1548.8,MARKET_FEED_2,2026-05-06 03:40:00
2026-05-06,CENTRAL,DAY_AHEAD,92.93,1229.2,MARKET_FEED_2,2026-05-06 03:45:00
2026-05-06,CENTRAL,INTRADAY,41.85,911.1,MARKET_FEED_2,2026-05-06 03:50:00
2026-05-06,CENTRAL,INTRADAY,39.44,1870.1,MARKET_FEED_2,2026-05-06 03:55:00
2026-05-06,CENTRAL,DAY_AHEAD,44.1,2178.9,MARKET_FEED_2,2026-05-06 04:00:00
2026-05-06,CENTRAL,INTRADAY,40.11,1221.9,MARKET_FEED_2,2026-05-06 04:05:00
