event_date,region,market_type,price_eur_mwh,volume_mwh,source_system,last_updated_ts
2026-05-08,CENTRAL,BALANCING,59.27,1888.2,MARKET_FEED_1,2026-05-08 00:00:00
2026-05-08,CENTRAL,INTRADAY,41.91,835.5,MARKET_FEED_1,2026-05-08 00:05:00
2026-05-08,CENTRAL,INTRADAY,45.31,2410.9,MARKET_FEED_1,2026-05-08 00:10:00
2026-05-08,CENTRAL,INTRADAY,84.92,2363.6,MARKET_FEED_1,2026-05-08 00:15:00
2026-05-08,CENTRAL,DAY_AHEAD,61.2,980.0,MARKET_FEED_1,2026-05-08 00:20:00
2026-05-08,CENTRAL,INTRADAY,70.33,1690.7,MARKET_FEED_1,2026-05-08 00:25:00
2026-05-08,CENTRAL,INTRADAY,87.23,2067.9,MARKET_FEED_1,2026-05-08 00:30:00
2026-05-08,CENTRAL,DAY_AHEAD,54.98,1085.8,MARKET_FEED_1,2026-05-08 00:35:00
2026-05-08,CENTRAL,BALANCING,72.99,1702.0,MARKET_FEED_1,2026-05-08 00:40:00
2026-05-08,CENTRAL,DAY_AHEAD,89.36,1393.9,MARKET_FEED_1,2026-05-08 00:45:00
2026-05-08,CENTRAL,BALANCING,92.49,1897.3,MARKET_FEED_1,2026-05-08 00:50:00
2026-05-08,CENTRAL,DAY_AHEAD,49.18,1049.0,MARKET_FEED_1,2026-05-08 00:55:00
2026-05-08,CENTRAL,DAY_AHEAD,45.41,1059.9,MARKET_FEED_1,2026-05-08 01:00:00
2026-05-08,CENTRAL,BALANCING,39.52,2417.2,MARKET_FEED_1,2026-05-08 01:05:00
2026-05-08,CENTRAL,BALANCING,64.65,2082.6,MARKET_FEED_1,2026-05-08 01:10:00
2026-05-08,CENTRAL,BALANCING,61.93,2371.1,MARKET_FEED_1,2026-05-08 01:15:00
2026-05-08,CENTRAL,BALANCING,73.58,2477.1,MARKET_FEED_1,2026-05-08 01:20:00
2026-05-08,CENTRAL,INTRADAY,86.85,1866.3,MARKET_FEED_1,2026-05-08 01:25:00
2026-05-08,CENTRAL,DAY_AHEAD,61.39,1597.2,MARKET_FEED_1,2026-05-08 01:30:00
2026-05-08,CENTRAL,BALANCING,53.17,1266.9,MARKET_FEED_1,2026-05-08 01:35:00
2026-05-08,CENTRAL,DAY_AHEAD,56.12,926.1,MARKET_FEED_1,2026-05-08 01:40:00
2026-05-08,CENTRAL,INTRADAY,62.11,896.7,MARKET_FEED_1,2026-05-08 01:45:00
2026-05-08,CENTRAL,INTRADAY,39.6,2269.2,MARKET_FEED_1,2026-05-08 01:50:00
2026-05-08,CENTRAL,DAY_AHEAD,71.9,1662.0,MARKET_FEED_1,2026-05-08 01:55:00
2026-05-08,CENTRAL,INTRADAY,69.82,2422.2,MARKET_FEED_1,2026-05-08 02:00:00
2026-05-08,CENTRAL,BALANCING,88.75,1564.5,MARKET_FEED_1,2026-05-08 02:05:00
2026-05-08,CENTRAL,BALANCING,74.11,1346.6,MARKET_FEED_1,2026-05-08 02:10:00
2026-05-08,CENTRAL,INTRADAY,65.08,2428.1,MARKET_FEED_1,2026-05-08 02:15:00
2026-05-08,CENTRAL,INTRADAY,41.21,2328.5,MARKET_FEED_1,2026-05-08 02:20:00
2026-05-08,CENTRAL,INTRADAY,93.94,943.4,MARKET_FEED_1,2026-05-08 02:25:00
2026-05-08,CENTRAL,BALANCING,45.35,1221.2,MARKET_FEED_1,2026-05-08 02:30:00
2026-05-08,CENTRAL,INTRADAY,94.46,1690.9,MARKET_FEED_1,2026-05-08 02:35:00
2026-05-08,CENTRAL,BALANCING,44.52,1433.8,MARKET_FEED_1,2026-05-08 02:40:00
2026-05-08,CENTRAL,INTRADAY,58.24,2116.6,MARKET_FEED_1,2026-05-08 02:45:00
2026-05-08,CENTRAL,BALANCING,70.87,2141.7,MARKET_FEED_1,2026-05-08 02:50:00
2026-05-08,CENTRAL,BALANCING,55.08,1360.5,MARKET_FEED_1,2026-05-08 02:55:00
2026-05-08,CENTRAL,BALANCING,75.7,1283.0,MARKET_FEED_1,2026-05-08 03:00:00
2026-05-08,CENTRAL,BALANCING,86.09,2439.5,MARKET_FEED_1,2026-05-08 03:05:00
2026-05-08,CENTRAL,BALANCING,87.4,1366.7,MARKET_FEED_1,2026-05-08 03:10:00
2026-05-08,CENTRAL,BALANCING,74.82,2358.5,MARKET_FEED_1,2026-05-08 03:15:00
2026-05-08,CENTRAL,INTRADAY,93.06,1987.4,MARKET_FEED_1,2026-05-08 03:20:00
2026-05-08,CENTRAL,INTRADAY,42.74,2005.0,MARKET_FEED_1,2026-05-08 03:25:00
2026-05-08,CENTRAL,DAY_AHEAD,53.57,1440.4,MARKET_FEED_1,2026-05-08 03:30:00
2026-05-08,CENTRAL,INTRADAY,83.79,1939.2,MARKET_FEED_1,2026-05-08 03:35:00
2026-05-08,CENTRAL,BALANCING,94.83,2351.2,MARKET_FEED_1,2026-05-08 03:40:00
2026-05-08,CENTRAL,DAY_AHEAD,73.76,1519.8,MARKET_FEED_1,2026-05-08 03:45:00
2026-05-08,CENTRAL,INTRADAY,36.09,1325.1,MARKET_FEED_1,2026-05-08 03:50:00
2026-05-08,CENTRAL,DAY_AHEAD,55.5,2102.5,MARKET_FEED_1,2026-05-08 03:55:00
2026-05-08,CENTRAL,DAY_AHEAD,48.59,1033.9,MARKET_FEED_1,2026-05-08 04:00:00
2026-05-08,CENTRAL,DAY_AHEAD,52.75,2139.8,MARKET_FEED_1,2026-05-08 04:05:00
