event_date,region,market_type,price_eur_mwh,volume_mwh,source_system,last_updated_ts
2026-05-05,SOUTH,BALANCING,91.82,945.6,MARKET_FEED_2,2026-05-05 00:00:00
2026-05-05,SOUTH,INTRADAY,83.96,2462.6,MARKET_FEED_2,2026-05-05 00:05:00
2026-05-05,SOUTH,BALANCING,80.95,1018.3,MARKET_FEED_2,2026-05-05 00:10:00
2026-05-05,SOUTH,INTRADAY,91.81,1080.7,MARKET_FEED_2,2026-05-05 00:15:00
2026-05-05,SOUTH,BALANCING,87.35,1519.3,MARKET_FEED_2,2026-05-05 00:20:00
2026-05-05,SOUTH,DAY_AHEAD,90.73,2084.0,MARKET_FEED_2,2026-05-05 00:25:00
2026-05-05,SOUTH,BALANCING,47.07,1329.9,MARKET_FEED_2,2026-05-05 00:30:00
2026-05-05,SOUTH,BALANCING,73.99,1544.8,MARKET_FEED_2,2026-05-05 00:35:00
2026-05-05,SOUTH,BALANCING,62.09,1221.4,MARKET_FEED_2,2026-05-05 00:40:00
2026-05-05,SOUTH,DAY_AHEAD,55.29,1800.1,MARKET_FEED_2,2026-05-05 00:45:00
2026-05-05,SOUTH,DAY_AHEAD,70.31,812.2,MARKET_FEED_2,2026-05-05 00:50:00
2026-05-05,SOUTH,BALANCING,72.87,1189.2,MARKET_FEED_2,2026-05-05 00:55:00
2026-05-05,SOUTH,DAY_AHEAD,86.58,920.5,MARKET_FEED_2,2026-05-05 01:00:00
2026-05-05,SOUTH,DAY_AHEAD,51.71,1625.2,MARKET_FEED_2,2026-05-05 01:05:00
2026-05-05,SOUTH,BALANCING,42.94,2390.4,MARKET_FEED_2,2026-05-05 01:10:00
2026-05-05,SOUTH,BALANCING,69.57,1213.1,MARKET_FEED_2,2026-05-05 01:15:00
2026-05-05,SOUTH,INTRADAY,83.45,1123.7,MARKET_FEED_2,2026-05-05 01:20:00
2026-05-05,SOUTH,DAY_AHEAD,74.54,1402.3,MARKET_FEED_2,2026-05-05 01:25:00
2026-05-05,SOUTH,INTRADAY,63.02,2039.4,MARKET_FEED_2,2026-05-05 01:30:00
2026-05-05,SOUTH,BALANCING,74.21,1898.5,MARKET_FEED_2,2026-05-05 01:35:00
2026-05-05,SOUTH,DAY_AHEAD,59.16,1376.8,MARKET_FEED_2,2026-05-05 01:40:00
2026-05-05,SOUTH,DAY_AHEAD,49.92,1123.4,MARKET_FEED_2,2026-05-05 01:45:00
2026-05-05,SOUTH,INTRADAY,43.41,1111.9,MARKET_FEED_2,2026-05-05 01:50:00
2026-05-05,SOUTH,INTRADAY,49.99,2369.6,MARKET_FEED_2,2026-05-05 01:55:00
2026-05-05,SOUTH,INTRADAY,83.48,2255.1,MARKET_FEED_2,2026-05-05 02:00:00
2026-05-05,SOUTH,DAY_AHEAD,38.04,2498.8,MARKET_FEED_2,2026-05-05 02:05:00
2026-05-05,SOUTH,DAY_AHEAD,93.14,2374.8,MARKET_FEED_2,2026-05-05 02:10:00
2026-05-05,SOUTH,DAY_AHEAD,44.98,1625.6,MARKET_FEED_2,2026-05-05 02:15:00
2026-05-05,SOUTH,DAY_AHEAD,86.88,2334.2,MARKET_FEED_2,2026-05-05 02:20:00
2026-05-05,SOUTH,DAY_AHEAD,57.74,2475.0,MARKET_FEED_2,2026-05-05 02:25:00
2026-05-05,SOUTH,INTRADAY,90.59,2134.7,MARKET_FEED_2,2026-05-05 02:30:00
2026-05-05,SOUTH,INTRADAY,60.38,2427.4,MARKET_FEED_2,2026-05-05 02:35:00
2026-05-05,SOUTH,BALANCING,74.71,1627.3,MARKET_FEED_2,2026-05-05 02:40:00
2026-05-05,SOUTH,DAY_AHEAD,52.8,2446.8,MARKET_FEED_2,2026-05-05 02:45:00
2026-05-05,SOUTH,BALANCING,79.14,903.6,MARKET_FEED_2,2026-05-05 02:50:00
2026-05-05,SOUTH,INTRADAY,38.43,1793.1,MARKET_FEED_2,2026-05-05 02:55:00
2026-05-05,SOUTH,BALANCING,90.16,1702.9,MARKET_FEED_2,2026-05-05 03:00:00
2026-05-05,SOUTH,DAY_AHEAD,92.65,936.2,MARKET_FEED_2,2026-05-05 03:05:00
2026-05-05,SOUTH,DAY_AHEAD,39.11,915.5,MARKET_FEED_2,2026-05-05 03:10:00
2026-05-05,SOUTH,DAY_AHEAD,59.23,2400.7,MARKET_FEED_2,2026-05-05 03:15:00
2026-05-05,SOUTH,BALANCING,49.77,1810.7,MARKET_FEED_2,2026-05-05 03:20:00
2026-05-05,SOUTH,BALANCING,39.92,1917.5,MARKET_FEED_2,2026-05-05 03:25:00
2026-05-05,SOUTH,BALANCING,66.37,2389.0,MARKET_FEED_2,2026-05-05 03:30:00
2026-05-05,SOUTH,DAY_AHEAD,75.18,1334.1,MARKET_FEED_2,2026-05-05 03:35:00
2026-05-05,SOUTH,INTRADAY,58.75,1941.9,MARKET_FEED_2,2026-05-05 03:40:00
2026-05-05,SOUTH,INTRADAY,62.43,2379.3,MARKET_FEED_2,2026-05-05 03:45:00
2026-05-05,SOUTH,DAY_AHEAD,35.56,1856.0,MARKET_FEED_2,2026-05-05 03:50:00
2026-05-05,SOUTH,BALANCING,94.77,924.5,MARKET_FEED_2,2026-05-05 03:55:00
2026-05-05,SOUTH,DAY_AHEAD,65.35,1025.2,MARKET_FEED_2,2026-05-05 04:00:00
2026-05-05,SOUTH,INTRADAY,87.85,2294.8,MARKET_FEED_2,2026-05-05 04:05:00
