event_date,region,market_type,price_eur_mwh,volume_mwh,source_system,last_updated_ts
2026-05-08,SOUTH,DAY_AHEAD,53.94,1327.1,MARKET_FEED_3,2026-05-08 00:00:00
2026-05-08,SOUTH,INTRADAY,94.35,1723.2,MARKET_FEED_3,2026-05-08 00:05:00
2026-05-08,SOUTH,INTRADAY,37.2,1899.7,MARKET_FEED_3,2026-05-08 00:10:00
2026-05-08,SOUTH,INTRADAY,56.42,2127.4,MARKET_FEED_3,2026-05-08 00:15:00
2026-05-08,SOUTH,BALANCING,54.92,1011.6,MARKET_FEED_3,2026-05-08 00:20:00
2026-05-08,SOUTH,INTRADAY,61.22,1480.0,MARKET_FEED_3,2026-05-08 00:25:00
2026-05-08,SOUTH,INTRADAY,88.68,1457.3,MARKET_FEED_3,2026-05-08 00:30:00
2026-05-08,SOUTH,DAY_AHEAD,64.77,1645.8,MARKET_FEED_3,2026-05-08 00:35:00
2026-05-08,SOUTH,BALANCING,51.0,940.4,MARKET_FEED_3,2026-05-08 00:40:00
2026-05-08,SOUTH,INTRADAY,39.74,1824.2,MARKET_FEED_3,2026-05-08 00:45:00
2026-05-08,SOUTH,DAY_AHEAD,67.73,1346.1,MARKET_FEED_3,2026-05-08 00:50:00
2026-05-08,SOUTH,DAY_AHEAD,54.68,1302.6,MARKET_FEED_3,2026-05-08 00:55:00
2026-05-08,SOUTH,INTRADAY,71.16,1524.4,MARKET_FEED_3,2026-05-08 01:00:00
2026-05-08,SOUTH,BALANCING,61.63,1560.1,MARKET_FEED_3,2026-05-08 01:05:00
2026-05-08,SOUTH,BALANCING,87.2,1399.4,MARKET_FEED_3,2026-05-08 01:10:00
2026-05-08,SOUTH,INTRADAY,51.47,2466.0,MARKET_FEED_3,2026-05-08 01:15:00
2026-05-08,SOUTH,DAY_AHEAD,39.5,1883.8,MARKET_FEED_3,2026-05-08 01:20:00
2026-05-08,SOUTH,INTRADAY,65.79,2074.8,MARKET_FEED_3,2026-05-08 01:25:00
2026-05-08,SOUTH,DAY_AHEAD,92.17,1042.7,MARKET_FEED_3,2026-05-08 01:30:00
2026-05-08,SOUTH,BALANCING,75.69,1544.9,MARKET_FEED_3,2026-05-08 01:35:00
2026-05-08,SOUTH,DAY_AHEAD,39.03,2123.5,MARKET_FEED_3,2026-05-08 01:40:00
2026-05-08,SOUTH,INTRADAY,56.73,2414.1,MARKET_FEED_3,2026-05-08 01:45:00
2026-05-08,SOUTH,DAY_AHEAD,71.31,1954.4,MARKET_FEED_3,2026-05-08 01:50:00
2026-05-08,SOUTH,INTRADAY,57.32,2097.2,MARKET_FEED_3,2026-05-08 01:55:00
2026-05-08,SOUTH,BALANCING,43.26,1423.8,MARKET_FEED_3,2026-05-08 02:00:00
2026-05-08,SOUTH,INTRADAY,73.97,1224.3,MARKET_FEED_3,2026-05-08 02:05:00
2026-05-08,SOUTH,DAY_AHEAD,36.55,1116.3,MARKET_FEED_3,2026-05-08 02:10:00
2026-05-08,SOUTH,BALANCING,58.22,1754.8,MARKET_FEED_3,2026-05-08 02:15:00
2026-05-08,SOUTH,INTRADAY,81.5,1996.9,MARKET_FEED_3,2026-05-08 02:20:00
2026-05-08,SOUTH,DAY_AHEAD,94.78,1285.5,MARKET_FEED_3,2026-05-08 02:25:00
2026-05-08,SOUTH,INTRADAY,47.01,1030.7,MARKET_FEED_3,2026-05-08 02:30:00
2026-05-08,SOUTH,DAY_AHEAD,62.12,2327.8,MARKET_FEED_3,2026-05-08 02:35:00
2026-05-08,SOUTH,INTRADAY,94.84,2177.9,MARKET_FEED_3,2026-05-08 02:40:00
2026-05-08,SOUTH,INTRADAY,75.07,2006.2,MARKET_FEED_3,2026-05-08 02:45:00
2026-05-08,SOUTH,BALANCING,67.53,2315.3,MARKET_FEED_3,2026-05-08 02:50:00
2026-05-08,SOUTH,DAY_AHEAD,77.71,2376.5,MARKET_FEED_3,2026-05-08 02:55:00
2026-05-08,SOUTH,BALANCING,45.45,1414.5,MARKET_FEED_3,2026-05-08 03:00:00
2026-05-08,SOUTH,DAY_AHEAD,42.28,1141.7,MARKET_FEED_3,2026-05-08 03:05:00
2026-05-08,SOUTH,DAY_AHEAD,49.2,1639.8,MARKET_FEED_3,2026-05-08 03:10:00
2026-05-08,SOUTH,INTRADAY,68.24,1427.1,MARKET_FEED_3,2026-05-08 03:15:00
2026-05-08,SOUTH,BALANCING,42.79,2303.2,MARKET_FEED_3,2026-05-08 03:20:00
2026-05-08,SOUTH,DAY_AHEAD,53.56,2499.3,MARKET_FEED_3,2026-05-08 03:25:00
2026-05-08,SOUTH,BALANCING,63.72,1498.4,MARKET_FEED_3,2026-05-08 03:30:00
2026-05-08,SOUTH,INTRADAY,84.4,925.4,MARKET_FEED_3,2026-05-08 03:35:00
2026-05-08,SOUTH,INTRADAY,73.54,1565.0,MARKET_FEED_3,2026-05-08 03:40:00
2026-05-08,SOUTH,BALANCING,66.04,1018.2,MARKET_FEED_3,2026-05-08 03:45:00
2026-05-08,SOUTH,BALANCING,73.39,1109.3,MARKET_FEED_3,2026-05-08 03:50:00
2026-05-08,SOUTH,DAY_AHEAD,60.96,2348.2,MARKET_FEED_3,2026-05-08 03:55:00
2026-05-08,SOUTH,DAY_AHEAD,84.88,1680.8,MARKET_FEED_3,2026-05-08 04:00:00
2026-05-08,SOUTH,INTRADAY,44.88,1348.5,MARKET_FEED_3,2026-05-08 04:05:00
