event_date,region,temperature_c,wind_speed_kmh,precipitation_mm,weather_alert_level,source_system,last_updated_ts
2026-05-09,EAST,2.5,16.0,7.4,LOW,WEATHER_FEED_1,2026-05-09 00:00:00
2026-05-09,EAST,20.9,9.2,0.9,HIGH,WEATHER_FEED_1,2026-05-09 00:10:00
2026-05-09,EAST,11.8,3.3,10.3,LOW,WEATHER_FEED_1,2026-05-09 00:20:00
2026-05-09,EAST,23.1,22.3,3.8,HIGH,WEATHER_FEED_1,2026-05-09 00:30:00
2026-05-09,EAST,23.8,28.5,11.8,HIGH,WEATHER_FEED_1,2026-05-09 00:40:00
2026-05-09,EAST,5.0,14.5,6.9,LOW,WEATHER_FEED_1,2026-05-09 00:50:00
2026-05-09,EAST,12.8,25.0,11.3,LOW,WEATHER_FEED_1,2026-05-09 01:00:00
2026-05-09,EAST,12.1,23.5,8.2,LOW,WEATHER_FEED_1,2026-05-09 01:10:00
2026-05-09,EAST,10.6,9.3,6.2,MEDIUM,WEATHER_FEED_1,2026-05-09 01:20:00
2026-05-09,EAST,18.1,3.6,2.5,HIGH,WEATHER_FEED_1,2026-05-09 01:30:00
2026-05-09,EAST,-0.8,21.8,10.3,LOW,WEATHER_FEED_1,2026-05-09 01:40:00
2026-05-09,EAST,13.6,15.3,5.7,HIGH,WEATHER_FEED_1,2026-05-09 01:50:00
2026-05-09,EAST,7.0,12.6,5.1,MEDIUM,WEATHER_FEED_1,2026-05-09 02:00:00
2026-05-09,EAST,18.4,22.4,10.3,MEDIUM,WEATHER_FEED_1,2026-05-09 02:10:00
2026-05-09,EAST,10.4,32.7,11.8,HIGH,WEATHER_FEED_1,2026-05-09 02:20:00
2026-05-09,EAST,3.3,8.2,3.2,LOW,WEATHER_FEED_1,2026-05-09 02:30:00
2026-05-09,EAST,13.8,47.5,2.4,HIGH,WEATHER_FEED_1,2026-05-09 02:40:00
2026-05-09,EAST,0.8,44.9,2.1,MEDIUM,WEATHER_FEED_1,2026-05-09 02:50:00
2026-05-09,EAST,0.3,49.5,7.6,HIGH,WEATHER_FEED_1,2026-05-09 03:00:00
2026-05-09,EAST,19.1,43.8,3.6,HIGH,WEATHER_FEED_1,2026-05-09 03:10:00
2026-05-09,EAST,23.5,5.5,1.2,LOW,WEATHER_FEED_1,2026-05-09 03:20:00
2026-05-09,EAST,-2.1,45.3,5.7,HIGH,WEATHER_FEED_1,2026-05-09 03:30:00
2026-05-09,EAST,-0.9,41.7,3.1,MEDIUM,WEATHER_FEED_1,2026-05-09 03:40:00
2026-05-09,EAST,13.9,51.5,3.1,LOW,WEATHER_FEED_1,2026-05-09 03:50:00
2026-05-09,EAST,9.2,21.3,8.2,HIGH,WEATHER_FEED_1,2026-05-09 04:00:00
2026-05-09,EAST,2.4,32.9,7.8,LOW,WEATHER_FEED_1,2026-05-09 04:10:00
2026-05-09,EAST,27.3,17.8,3.9,HIGH,WEATHER_FEED_1,2026-05-09 04:20:00
2026-05-09,EAST,11.6,41.3,10.7,MEDIUM,WEATHER_FEED_1,2026-05-09 04:30:00
2026-05-09,EAST,15.6,27.1,11.5,LOW,WEATHER_FEED_1,2026-05-09 04:40:00
2026-05-09,EAST,16.5,51.3,5.1,HIGH,WEATHER_FEED_1,2026-05-09 04:50:00
2026-05-09,EAST,14.3,47.1,0.9,LOW,WEATHER_FEED_1,2026-05-09 05:00:00
2026-05-09,EAST,7.0,19.3,7.8,HIGH,WEATHER_FEED_1,2026-05-09 05:10:00
2026-05-09,EAST,4.6,36.5,3.3,MEDIUM,WEATHER_FEED_1,2026-05-09 05:20:00
2026-05-09,EAST,21.0,51.8,9.0,HIGH,WEATHER_FEED_1,2026-05-09 05:30:00
2026-05-09,EAST,26.9,24.5,2.2,LOW,WEATHER_FEED_1,2026-05-09 05:40:00
2026-05-09,EAST,0.0,15.2,3.0,HIGH,WEATHER_FEED_1,2026-05-09 05:50:00
2026-05-09,EAST,18.4,7.2,2.0,LOW,WEATHER_FEED_1,2026-05-09 06:00:00
2026-05-09,EAST,-0.9,51.7,5.7,LOW,WEATHER_FEED_1,2026-05-09 06:10:00
2026-05-09,EAST,-3.2,23.6,9.2,LOW,WEATHER_FEED_1,2026-05-09 06:20:00
2026-05-09,EAST,-0.7,35.1,1.0,MEDIUM,WEATHER_FEED_1,2026-05-09 06:30:00
2026-05-09,EAST,5.9,15.9,3.4,HIGH,WEATHER_FEED_1,2026-05-09 06:40:00
2026-05-09,EAST,0.0,30.4,2.0,LOW,WEATHER_FEED_1,2026-05-09 06:50:00
2026-05-09,EAST,17.2,47.7,3.9,MEDIUM,WEATHER_FEED_1,2026-05-09 07:00:00
2026-05-09,EAST,11.0,48.3,11.2,HIGH,WEATHER_FEED_1,2026-05-09 07:10:00
2026-05-09,EAST,10.2,53.4,8.4,LOW,WEATHER_FEED_1,2026-05-09 07:20:00
2026-05-09,EAST,14.9,26.7,9.0,HIGH,WEATHER_FEED_1,2026-05-09 07:30:00
2026-05-09,EAST,9.9,36.3,6.4,MEDIUM,WEATHER_FEED_1,2026-05-09 07:40:00
2026-05-09,EAST,11.4,14.8,1.1,MEDIUM,WEATHER_FEED_1,2026-05-09 07:50:00
2026-05-09,EAST,7.7,16.5,3.6,LOW,WEATHER_FEED_1,2026-05-09 08:00:00
2026-05-09,EAST,12.7,42.4,1.6,MEDIUM,WEATHER_FEED_1,2026-05-09 08:10:00
