event_date,region,temperature_c,wind_speed_kmh,precipitation_mm,weather_alert_level,source_system,last_updated_ts
2026-05-06,NORTH,-0.8,37.2,3.2,HIGH,WEATHER_FEED_2,2026-05-06 00:00:00
2026-05-06,NORTH,-2.2,54.8,2.6,MEDIUM,WEATHER_FEED_2,2026-05-06 00:10:00
2026-05-06,NORTH,7.4,46.6,10.1,LOW,WEATHER_FEED_2,2026-05-06 00:20:00
2026-05-06,NORTH,3.6,19.5,8.9,MEDIUM,WEATHER_FEED_2,2026-05-06 00:30:00
2026-05-06,NORTH,25.2,4.5,8.4,HIGH,WEATHER_FEED_2,2026-05-06 00:40:00
2026-05-06,NORTH,14.0,32.3,2.3,MEDIUM,WEATHER_FEED_2,2026-05-06 00:50:00
2026-05-06,NORTH,13.3,12.1,0.5,LOW,WEATHER_FEED_2,2026-05-06 01:00:00
2026-05-06,NORTH,3.4,14.4,6.3,LOW,WEATHER_FEED_2,2026-05-06 01:10:00
2026-05-06,NORTH,6.6,34.9,9.7,MEDIUM,WEATHER_FEED_2,2026-05-06 01:20:00
2026-05-06,NORTH,18.9,50.8,10.1,MEDIUM,WEATHER_FEED_2,2026-05-06 01:30:00
2026-05-06,NORTH,-2.1,10.7,8.5,LOW,WEATHER_FEED_2,2026-05-06 01:40:00
2026-05-06,NORTH,20.8,47.0,10.3,LOW,WEATHER_FEED_2,2026-05-06 01:50:00
2026-05-06,NORTH,8.0,52.0,4.7,LOW,WEATHER_FEED_2,2026-05-06 02:00:00
2026-05-06,NORTH,6.8,19.8,11.7,HIGH,WEATHER_FEED_2,2026-05-06 02:10:00
2026-05-06,NORTH,26.4,44.2,11.5,HIGH,WEATHER_FEED_2,2026-05-06 02:20:00
2026-05-06,NORTH,6.2,39.8,6.7,HIGH,WEATHER_FEED_2,2026-05-06 02:30:00
2026-05-06,NORTH,21.2,14.6,7.1,LOW,WEATHER_FEED_2,2026-05-06 02:40:00
2026-05-06,NORTH,8.1,41.2,3.5,LOW,WEATHER_FEED_2,2026-05-06 02:50:00
2026-05-06,NORTH,19.3,52.3,11.4,MEDIUM,WEATHER_FEED_2,2026-05-06 03:00:00
2026-05-06,NORTH,23.2,43.1,6.8,LOW,WEATHER_FEED_2,2026-05-06 03:10:00
2026-05-06,NORTH,15.3,50.9,11.6,LOW,WEATHER_FEED_2,2026-05-06 03:20:00
2026-05-06,NORTH,16.5,8.4,6.0,MEDIUM,WEATHER_FEED_2,2026-05-06 03:30:00
2026-05-06,NORTH,19.9,15.4,11.8,LOW,WEATHER_FEED_2,2026-05-06 03:40:00
2026-05-06,NORTH,16.4,53.1,9.9,HIGH,WEATHER_FEED_2,2026-05-06 03:50:00
2026-05-06,NORTH,16.5,49.1,5.4,MEDIUM,WEATHER_FEED_2,2026-05-06 04:00:00
2026-05-06,NORTH,2.7,39.0,4.2,LOW,WEATHER_FEED_2,2026-05-06 04:10:00
2026-05-06,NORTH,19.1,5.5,5.3,MEDIUM,WEATHER_FEED_2,2026-05-06 04:20:00
2026-05-06,NORTH,27.0,49.0,5.9,MEDIUM,WEATHER_FEED_2,2026-05-06 04:30:00
2026-05-06,NORTH,7.2,22.5,9.9,HIGH,WEATHER_FEED_2,2026-05-06 04:40:00
2026-05-06,NORTH,16.8,38.7,2.0,LOW,WEATHER_FEED_2,2026-05-06 04:50:00
2026-05-06,NORTH,21.6,4.7,0.2,MEDIUM,WEATHER_FEED_2,2026-05-06 05:00:00
2026-05-06,NORTH,26.5,6.9,2.0,MEDIUM,WEATHER_FEED_2,2026-05-06 05:10:00
2026-05-06,NORTH,1.1,6.9,11.3,LOW,WEATHER_FEED_2,2026-05-06 05:20:00
2026-05-06,NORTH,6.8,54.2,10.7,HIGH,WEATHER_FEED_2,2026-05-06 05:30:00
2026-05-06,NORTH,-3.0,52.0,2.0,MEDIUM,WEATHER_FEED_2,2026-05-06 05:40:00
2026-05-06,NORTH,1.0,8.3,2.5,LOW,WEATHER_FEED_2,2026-05-06 05:50:00
2026-05-06,NORTH,9.1,31.8,11.1,HIGH,WEATHER_FEED_2,2026-05-06 06:00:00
2026-05-06,NORTH,4.5,17.6,2.9,LOW,WEATHER_FEED_2,2026-05-06 06:10:00
2026-05-06,NORTH,8.6,31.6,5.9,LOW,WEATHER_FEED_2,2026-05-06 06:20:00
2026-05-06,NORTH,7.5,25.2,3.5,HIGH,WEATHER_FEED_2,2026-05-06 06:30:00
2026-05-06,NORTH,16.0,28.0,1.2,LOW,WEATHER_FEED_2,2026-05-06 06:40:00
2026-05-06,NORTH,1.5,18.2,1.0,LOW,WEATHER_FEED_2,2026-05-06 06:50:00
2026-05-06,NORTH,5.9,23.7,5.9,HIGH,WEATHER_FEED_2,2026-05-06 07:00:00
2026-05-06,NORTH,4.5,36.4,4.7,MEDIUM,WEATHER_FEED_2,2026-05-06 07:10:00
2026-05-06,NORTH,24.3,22.2,5.3,MEDIUM,WEATHER_FEED_2,2026-05-06 07:20:00
2026-05-06,NORTH,10.1,16.7,10.0,HIGH,WEATHER_FEED_2,2026-05-06 07:30:00
2026-05-06,NORTH,-2.0,42.1,8.0,LOW,WEATHER_FEED_2,2026-05-06 07:40:00
2026-05-06,NORTH,17.4,45.0,5.0,HIGH,WEATHER_FEED_2,2026-05-06 07:50:00
2026-05-06,NORTH,3.3,6.2,4.6,HIGH,WEATHER_FEED_2,2026-05-06 08:00:00
2026-05-06,NORTH,9.4,30.8,10.4,MEDIUM,WEATHER_FEED_2,2026-05-06 08:10:00
