event_date,region,temperature_c,wind_speed_kmh,precipitation_mm,weather_alert_level,source_system,last_updated_ts
2026-05-09,WEST,11.0,3.4,11.1,MEDIUM,WEATHER_FEED_2,2026-05-09 00:00:00
2026-05-09,WEST,5.6,42.8,9.6,HIGH,WEATHER_FEED_2,2026-05-09 00:10:00
2026-05-09,WEST,3.4,3.4,4.5,MEDIUM,WEATHER_FEED_2,2026-05-09 00:20:00
2026-05-09,WEST,24.2,25.7,3.0,HIGH,WEATHER_FEED_2,2026-05-09 00:30:00
2026-05-09,WEST,19.6,23.3,4.5,MEDIUM,WEATHER_FEED_2,2026-05-09 00:40:00
2026-05-09,WEST,-1.5,35.5,6.2,HIGH,WEATHER_FEED_2,2026-05-09 00:50:00
2026-05-09,WEST,21.8,38.6,3.4,HIGH,WEATHER_FEED_2,2026-05-09 01:00:00
2026-05-09,WEST,13.0,17.0,2.3,LOW,WEATHER_FEED_2,2026-05-09 01:10:00
2026-05-09,WEST,1.8,18.1,7.6,HIGH,WEATHER_FEED_2,2026-05-09 01:20:00
2026-05-09,WEST,10.5,39.4,5.9,MEDIUM,WEATHER_FEED_2,2026-05-09 01:30:00
2026-05-09,WEST,-3.4,5.6,6.4,LOW,WEATHER_FEED_2,2026-05-09 01:40:00
2026-05-09,WEST,27.1,17.7,1.5,MEDIUM,WEATHER_FEED_2,2026-05-09 01:50:00
2026-05-09,WEST,19.3,15.1,1.8,MEDIUM,WEATHER_FEED_2,2026-05-09 02:00:00
2026-05-09,WEST,3.0,24.9,9.4,MEDIUM,WEATHER_FEED_2,2026-05-09 02:10:00
2026-05-09,WEST,27.9,27.1,9.5,MEDIUM,WEATHER_FEED_2,2026-05-09 02:20:00
2026-05-09,WEST,-1.4,42.0,1.8,MEDIUM,WEATHER_FEED_2,2026-05-09 02:30:00
2026-05-09,WEST,20.8,6.7,5.6,LOW,WEATHER_FEED_2,2026-05-09 02:40:00
2026-05-09,WEST,24.7,16.0,4.6,LOW,WEATHER_FEED_2,2026-05-09 02:50:00
2026-05-09,WEST,-0.1,42.9,3.0,MEDIUM,WEATHER_FEED_2,2026-05-09 03:00:00
2026-05-09,WEST,3.9,54.7,2.4,HIGH,WEATHER_FEED_2,2026-05-09 03:10:00
2026-05-09,WEST,20.7,30.1,11.8,MEDIUM,WEATHER_FEED_2,2026-05-09 03:20:00
2026-05-09,WEST,8.5,53.0,11.2,LOW,WEATHER_FEED_2,2026-05-09 03:30:00
2026-05-09,WEST,16.1,5.2,11.2,HIGH,WEATHER_FEED_2,2026-05-09 03:40:00
2026-05-09,WEST,-0.1,28.0,3.6,MEDIUM,WEATHER_FEED_2,2026-05-09 03:50:00
2026-05-09,WEST,24.4,47.9,2.6,LOW,WEATHER_FEED_2,2026-05-09 04:00:00
2026-05-09,WEST,3.6,25.6,0.2,MEDIUM,WEATHER_FEED_2,2026-05-09 04:10:00
2026-05-09,WEST,14.7,23.6,2.9,LOW,WEATHER_FEED_2,2026-05-09 04:20:00
2026-05-09,WEST,14.6,38.9,8.3,LOW,WEATHER_FEED_2,2026-05-09 04:30:00
2026-05-09,WEST,7.9,7.7,1.9,LOW,WEATHER_FEED_2,2026-05-09 04:40:00
2026-05-09,WEST,18.0,20.6,11.6,HIGH,WEATHER_FEED_2,2026-05-09 04:50:00
2026-05-09,WEST,-2.1,21.5,1.8,HIGH,WEATHER_FEED_2,2026-05-09 05:00:00
2026-05-09,WEST,21.3,9.5,2.8,HIGH,WEATHER_FEED_2,2026-05-09 05:10:00
2026-05-09,WEST,21.2,42.3,9.7,MEDIUM,WEATHER_FEED_2,2026-05-09 05:20:00
2026-05-09,WEST,19.5,4.1,4.5,HIGH,WEATHER_FEED_2,2026-05-09 05:30:00
2026-05-09,WEST,0.3,49.7,5.8,MEDIUM,WEATHER_FEED_2,2026-05-09 05:40:00
2026-05-09,WEST,13.9,31.2,5.9,HIGH,WEATHER_FEED_2,2026-05-09 05:50:00
2026-05-09,WEST,2.0,21.1,8.8,MEDIUM,WEATHER_FEED_2,2026-05-09 06:00:00
2026-05-09,WEST,23.8,34.1,10.3,LOW,WEATHER_FEED_2,2026-05-09 06:10:00
2026-05-09,WEST,-1.8,11.1,3.5,MEDIUM,WEATHER_FEED_2,2026-05-09 06:20:00
2026-05-09,WEST,13.3,26.6,9.3,HIGH,WEATHER_FEED_2,2026-05-09 06:30:00
2026-05-09,WEST,8.1,12.6,0.2,MEDIUM,WEATHER_FEED_2,2026-05-09 06:40:00
2026-05-09,WEST,20.8,15.4,8.7,HIGH,WEATHER_FEED_2,2026-05-09 06:50:00
2026-05-09,WEST,26.9,45.6,2.3,HIGH,WEATHER_FEED_2,2026-05-09 07:00:00
2026-05-09,WEST,11.9,31.7,7.4,MEDIUM,WEATHER_FEED_2,2026-05-09 07:10:00
2026-05-09,WEST,9.1,19.7,1.2,HIGH,WEATHER_FEED_2,2026-05-09 07:20:00
2026-05-09,WEST,-1.9,46.4,1.6,LOW,WEATHER_FEED_2,2026-05-09 07:30:00
2026-05-09,WEST,2.5,28.2,1.2,HIGH,WEATHER_FEED_2,2026-05-09 07:40:00
2026-05-09,WEST,16.5,23.2,5.9,HIGH,WEATHER_FEED_2,2026-05-09 07:50:00
2026-05-09,WEST,18.4,16.3,4.4,HIGH,WEATHER_FEED_2,2026-05-09 08:00:00
2026-05-09,WEST,19.0,3.7,11.1,HIGH,WEATHER_FEED_2,2026-05-09 08:10:00
