event_date,region,temperature_c,wind_speed_kmh,precipitation_mm,weather_alert_level,source_system,last_updated_ts
2026-05-09,CENTRAL,11.7,49.3,1.0,HIGH,WEATHER_FEED_1,2026-05-09 00:00:00
2026-05-09,CENTRAL,-2.1,32.0,11.3,MEDIUM,WEATHER_FEED_1,2026-05-09 00:10:00
2026-05-09,CENTRAL,22.3,44.3,0.7,HIGH,WEATHER_FEED_1,2026-05-09 00:20:00
2026-05-09,CENTRAL,4.5,5.1,0.8,MEDIUM,WEATHER_FEED_1,2026-05-09 00:30:00
2026-05-09,CENTRAL,-1.5,14.2,6.2,LOW,WEATHER_FEED_1,2026-05-09 00:40:00
2026-05-09,CENTRAL,19.2,30.6,2.3,HIGH,WEATHER_FEED_1,2026-05-09 00:50:00
2026-05-09,CENTRAL,17.0,32.6,11.4,HIGH,WEATHER_FEED_1,2026-05-09 01:00:00
2026-05-09,CENTRAL,20.0,24.6,1.3,HIGH,WEATHER_FEED_1,2026-05-09 01:10:00
2026-05-09,CENTRAL,14.5,38.1,8.4,MEDIUM,WEATHER_FEED_1,2026-05-09 01:20:00
2026-05-09,CENTRAL,24.3,11.7,2.2,MEDIUM,WEATHER_FEED_1,2026-05-09 01:30:00
2026-05-09,CENTRAL,12.2,37.2,6.4,HIGH,WEATHER_FEED_1,2026-05-09 01:40:00
2026-05-09,CENTRAL,10.2,21.3,3.8,MEDIUM,WEATHER_FEED_1,2026-05-09 01:50:00
2026-05-09,CENTRAL,23.0,24.4,7.6,HIGH,WEATHER_FEED_1,2026-05-09 02:00:00
2026-05-09,CENTRAL,6.4,15.5,6.5,MEDIUM,WEATHER_FEED_1,2026-05-09 02:10:00
2026-05-09,CENTRAL,20.5,51.2,3.0,MEDIUM,WEATHER_FEED_1,2026-05-09 02:20:00
2026-05-09,CENTRAL,10.3,23.6,8.7,MEDIUM,WEATHER_FEED_1,2026-05-09 02:30:00
2026-05-09,CENTRAL,15.1,29.9,11.9,MEDIUM,WEATHER_FEED_1,2026-05-09 02:40:00
2026-05-09,CENTRAL,-3.8,54.2,2.6,MEDIUM,WEATHER_FEED_1,2026-05-09 02:50:00
2026-05-09,CENTRAL,-3.3,45.7,8.3,MEDIUM,WEATHER_FEED_1,2026-05-09 03:00:00
2026-05-09,CENTRAL,25.4,29.6,6.8,HIGH,WEATHER_FEED_1,2026-05-09 03:10:00
2026-05-09,CENTRAL,1.0,5.0,4.3,LOW,WEATHER_FEED_1,2026-05-09 03:20:00
2026-05-09,CENTRAL,4.5,49.3,3.0,MEDIUM,WEATHER_FEED_1,2026-05-09 03:30:00
