event_date,region,temperature_c,wind_speed_kmh,precipitation_mm,weather_alert_level,source_system,last_updated_ts
2026-05-05,SOUTH,24.4,27.7,0.6,LOW,WEATHER_FEED_2,2026-05-05 00:00:00
2026-05-05,SOUTH,17.9,17.6,6.5,HIGH,WEATHER_FEED_2,2026-05-05 00:10:00
2026-05-05,SOUTH,-2.9,51.3,3.8,LOW,WEATHER_FEED_2,2026-05-05 00:20:00
2026-05-05,SOUTH,14.8,42.1,8.6,MEDIUM,WEATHER_FEED_2,2026-05-05 00:30:00
2026-05-05,SOUTH,25.7,18.6,6.8,HIGH,WEATHER_FEED_2,2026-05-05 00:40:00
2026-05-05,SOUTH,22.7,23.2,10.8,MEDIUM,WEATHER_FEED_2,2026-05-05 00:50:00
2026-05-05,SOUTH,8.3,41.5,9.5,HIGH,WEATHER_FEED_2,2026-05-05 01:00:00
2026-05-05,SOUTH,19.2,29.0,11.7,LOW,WEATHER_FEED_2,2026-05-05 01:10:00
2026-05-05,SOUTH,-0.9,15.1,0.9,HIGH,WEATHER_FEED_2,2026-05-05 01:20:00
2026-05-05,SOUTH,20.6,52.7,4.8,MEDIUM,WEATHER_FEED_2,2026-05-05 01:30:00
2026-05-05,SOUTH,-3.1,17.2,11.9,MEDIUM,WEATHER_FEED_2,2026-05-05 01:40:00
2026-05-05,SOUTH,3.3,31.8,4.5,LOW,WEATHER_FEED_2,2026-05-05 01:50:00
2026-05-05,SOUTH,17.8,37.4,1.0,HIGH,WEATHER_FEED_2,2026-05-05 02:00:00
2026-05-05,SOUTH,5.5,15.8,0.9,MEDIUM,WEATHER_FEED_2,2026-05-05 02:10:00
2026-05-05,SOUTH,0.9,40.0,7.6,HIGH,WEATHER_FEED_2,2026-05-05 02:20:00
2026-05-05,SOUTH,8.5,21.8,1.1,MEDIUM,WEATHER_FEED_2,2026-05-05 02:30:00
2026-05-05,SOUTH,10.2,42.6,1.2,LOW,WEATHER_FEED_2,2026-05-05 02:40:00
2026-05-05,SOUTH,2.0,26.3,6.7,MEDIUM,WEATHER_FEED_2,2026-05-05 02:50:00
2026-05-05,SOUTH,-0.7,7.7,6.7,HIGH,WEATHER_FEED_2,2026-05-05 03:00:00
2026-05-05,SOUTH,15.1,19.9,4.6,MEDIUM,WEATHER_FEED_2,2026-05-05 03:10:00
2026-05-05,SOUTH,9.2,43.5,8.7,HIGH,WEATHER_FEED_2,2026-05-05 03:20:00
2026-05-05,SOUTH,25.0,53.9,6.9,LOW,WEATHER_FEED_2,2026-05-05 03:30:00
2026-05-05,SOUTH,17.9,11.8,3.2,MEDIUM,WEATHER_FEED_2,2026-05-05 03:40:00
2026-05-05,SOUTH,11.8,6.3,5.2,MEDIUM,WEATHER_FEED_2,2026-05-05 03:50:00
2026-05-05,SOUTH,5.6,43.7,4.3,LOW,WEATHER_FEED_2,2026-05-05 04:00:00
2026-05-05,SOUTH,19.1,28.8,7.4,MEDIUM,WEATHER_FEED_2,2026-05-05 04:10:00
2026-05-05,SOUTH,-0.6,18.8,11.4,MEDIUM,WEATHER_FEED_2,2026-05-05 04:20:00
2026-05-05,SOUTH,22.9,22.8,10.3,MEDIUM,WEATHER_FEED_2,2026-05-05 04:30:00
2026-05-05,SOUTH,6.7,45.4,10.3,HIGH,WEATHER_FEED_2,2026-05-05 04:40:00
2026-05-05,SOUTH,0.4,19.7,11.4,LOW,WEATHER_FEED_2,2026-05-05 04:50:00
2026-05-05,SOUTH,11.3,12.2,4.8,MEDIUM,WEATHER_FEED_2,2026-05-05 05:00:00
2026-05-05,SOUTH,5.3,39.1,5.9,HIGH,WEATHER_FEED_2,2026-05-05 05:10:00
2026-05-05,SOUTH,21.0,19.9,3.4,MEDIUM,WEATHER_FEED_2,2026-05-05 05:20:00
2026-05-05,SOUTH,7.7,51.5,2.4,HIGH,WEATHER_FEED_2,2026-05-05 05:30:00
2026-05-05,SOUTH,1.8,42.9,0.3,HIGH,WEATHER_FEED_2,2026-05-05 05:40:00
