event_date,region,temperature_c,wind_speed_kmh,precipitation_mm,weather_alert_level,source_system,last_updated_ts
2026-05-05,EAST,-0.3,51.9,1.7,MEDIUM,WEATHER_FEED_1,2026-05-05 00:00:00
2026-05-05,EAST,7.0,43.8,6.3,MEDIUM,WEATHER_FEED_1,2026-05-05 00:10:00
2026-05-05,EAST,11.2,25.8,8.4,MEDIUM,WEATHER_FEED_1,2026-05-05 00:20:00
2026-05-05,EAST,-1.9,5.3,8.5,LOW,WEATHER_FEED_1,2026-05-05 00:30:00
2026-05-05,EAST,23.2,36.7,8.1,LOW,WEATHER_FEED_1,2026-05-05 00:40:00
2026-05-05,EAST,25.8,41.5,6.2,HIGH,WEATHER_FEED_1,2026-05-05 00:50:00
2026-05-05,EAST,1.1,32.1,11.5,LOW,WEATHER_FEED_1,2026-05-05 01:00:00
2026-05-05,EAST,21.5,35.7,2.2,HIGH,WEATHER_FEED_1,2026-05-05 01:10:00
2026-05-05,EAST,9.8,4.5,7.4,LOW,WEATHER_FEED_1,2026-05-05 01:20:00
2026-05-05,EAST,10.4,25.3,0.1,LOW,WEATHER_FEED_1,2026-05-05 01:30:00
2026-05-05,EAST,2.6,42.1,9.7,LOW,WEATHER_FEED_1,2026-05-05 01:40:00
2026-05-05,EAST,14.5,44.6,6.4,MEDIUM,WEATHER_FEED_1,2026-05-05 01:50:00
2026-05-05,EAST,6.4,26.8,3.1,MEDIUM,WEATHER_FEED_1,2026-05-05 02:00:00
2026-05-05,EAST,12.9,36.2,7.2,HIGH,WEATHER_FEED_1,2026-05-05 02:10:00
2026-05-05,EAST,8.6,8.9,4.2,MEDIUM,WEATHER_FEED_1,2026-05-05 02:20:00
2026-05-05,EAST,15.8,45.3,8.5,MEDIUM,WEATHER_FEED_1,2026-05-05 02:30:00
2026-05-05,EAST,25.4,33.7,8.1,MEDIUM,WEATHER_FEED_1,2026-05-05 02:40:00
2026-05-05,EAST,-0.2,18.9,2.2,HIGH,WEATHER_FEED_1,2026-05-05 02:50:00
2026-05-05,EAST,0.5,23.2,7.2,HIGH,WEATHER_FEED_1,2026-05-05 03:00:00
2026-05-05,EAST,8.3,12.7,7.6,HIGH,WEATHER_FEED_1,2026-05-05 03:10:00
2026-05-05,EAST,25.4,51.4,2.1,LOW,WEATHER_FEED_1,2026-05-05 03:20:00
2026-05-05,EAST,11.7,10.3,3.8,MEDIUM,WEATHER_FEED_1,2026-05-05 03:30:00
2026-05-05,EAST,15.8,48.0,11.4,MEDIUM,WEATHER_FEED_1,2026-05-05 03:40:00
2026-05-05,EAST,0.4,45.4,11.6,HIGH,WEATHER_FEED_1,2026-05-05 03:50:00
2026-05-05,EAST,16.9,24.3,5.9,HIGH,WEATHER_FEED_1,2026-05-05 04:00:00
2026-05-05,EAST,22.9,28.4,1.0,LOW,WEATHER_FEED_1,2026-05-05 04:10:00
2026-05-05,EAST,21.5,14.5,0.4,LOW,WEATHER_FEED_1,2026-05-05 04:20:00
2026-05-05,EAST,13.2,11.7,5.5,HIGH,WEATHER_FEED_1,2026-05-05 04:30:00
2026-05-05,EAST,20.7,28.8,6.1,HIGH,WEATHER_FEED_1,2026-05-05 04:40:00
2026-05-05,EAST,-0.3,43.3,9.9,MEDIUM,WEATHER_FEED_1,2026-05-05 04:50:00
2026-05-05,EAST,13.3,42.4,9.1,MEDIUM,WEATHER_FEED_1,2026-05-05 05:00:00
2026-05-05,EAST,13.5,54.5,1.2,HIGH,WEATHER_FEED_1,2026-05-05 05:10:00
2026-05-05,EAST,20.0,18.5,12.0,MEDIUM,WEATHER_FEED_1,2026-05-05 05:20:00
2026-05-05,EAST,4.4,47.8,1.0,LOW,WEATHER_FEED_1,2026-05-05 05:30:00
2026-05-05,EAST,20.8,15.3,9.7,HIGH,WEATHER_FEED_1,2026-05-05 05:40:00
2026-05-05,EAST,18.1,47.8,7.3,MEDIUM,WEATHER_FEED_1,2026-05-05 05:50:00
2026-05-05,EAST,1.3,10.2,2.5,LOW,WEATHER_FEED_1,2026-05-05 06:00:00
2026-05-05,EAST,21.8,32.6,6.4,HIGH,WEATHER_FEED_1,2026-05-05 06:10:00
2026-05-05,EAST,13.2,19.8,8.4,MEDIUM,WEATHER_FEED_1,2026-05-05 06:20:00
2026-05-05,EAST,14.3,52.5,6.2,HIGH,WEATHER_FEED_1,2026-05-05 06:30:00
2026-05-05,EAST,22.1,10.1,9.0,MEDIUM,WEATHER_FEED_1,2026-05-05 06:40:00
2026-05-05,EAST,25.4,54.6,10.4,LOW,WEATHER_FEED_1,2026-05-05 06:50:00
2026-05-05,EAST,18.4,9.9,1.8,MEDIUM,WEATHER_FEED_1,2026-05-05 07:00:00
2026-05-05,EAST,22.5,42.6,8.1,MEDIUM,WEATHER_FEED_1,2026-05-05 07:10:00
2026-05-05,EAST,0.5,35.9,7.5,MEDIUM,WEATHER_FEED_1,2026-05-05 07:20:00
2026-05-05,EAST,10.5,35.9,10.6,LOW,WEATHER_FEED_1,2026-05-05 07:30:00
2026-05-05,EAST,8.9,42.0,8.3,MEDIUM,WEATHER_FEED_1,2026-05-05 07:40:00
2026-05-05,EAST,10.6,28.4,7.0,HIGH,WEATHER_FEED_1,2026-05-05 07:50:00
2026-05-05,EAST,-1.0,53.6,7.6,HIGH,WEATHER_FEED_1,2026-05-05 08:00:00
2026-05-05,EAST,7.5,6.3,6.4,LOW,WEATHER_FEED_1,2026-05-05 08:10:00
