event_date,region,temperature_c,wind_speed_kmh,precipitation_mm,weather_alert_level,source_system,last_updated_ts
2026-05-07,SOUTH,14.3,15.3,3.6,MEDIUM,WEATHER_FEED_1,2026-05-07 00:00:00
2026-05-07,SOUTH,24.9,40.1,6.0,HIGH,WEATHER_FEED_1,2026-05-07 00:10:00
2026-05-07,SOUTH,21.6,38.2,7.4,LOW,WEATHER_FEED_1,2026-05-07 00:20:00
2026-05-07,SOUTH,26.4,26.4,11.4,LOW,WEATHER_FEED_1,2026-05-07 00:30:00
2026-05-07,SOUTH,27.1,45.0,1.5,MEDIUM,WEATHER_FEED_1,2026-05-07 00:40:00
2026-05-07,SOUTH,-1.5,38.5,2.4,HIGH,WEATHER_FEED_1,2026-05-07 00:50:00
2026-05-07,SOUTH,0.7,33.9,3.8,HIGH,WEATHER_FEED_1,2026-05-07 01:00:00
2026-05-07,SOUTH,25.3,6.5,4.7,MEDIUM,WEATHER_FEED_1,2026-05-07 01:10:00
2026-05-07,SOUTH,13.7,47.5,6.2,LOW,WEATHER_FEED_1,2026-05-07 01:20:00
2026-05-07,SOUTH,21.2,35.4,6.3,MEDIUM,WEATHER_FEED_1,2026-05-07 01:30:00
2026-05-07,SOUTH,-0.4,10.8,6.8,HIGH,WEATHER_FEED_1,2026-05-07 01:40:00
2026-05-07,SOUTH,20.3,51.9,11.1,HIGH,WEATHER_FEED_1,2026-05-07 01:50:00
2026-05-07,SOUTH,20.9,43.9,10.4,MEDIUM,WEATHER_FEED_1,2026-05-07 02:00:00
2026-05-07,SOUTH,24.1,16.7,7.9,HIGH,WEATHER_FEED_1,2026-05-07 02:10:00
2026-05-07,SOUTH,15.5,4.9,3.3,LOW,WEATHER_FEED_1,2026-05-07 02:20:00
2026-05-07,SOUTH,15.8,38.4,4.8,MEDIUM,WEATHER_FEED_1,2026-05-07 02:30:00
2026-05-07,SOUTH,24.5,20.2,2.9,HIGH,WEATHER_FEED_1,2026-05-07 02:40:00
2026-05-07,SOUTH,11.2,17.0,4.5,MEDIUM,WEATHER_FEED_1,2026-05-07 02:50:00
2026-05-07,SOUTH,22.2,18.8,3.4,MEDIUM,WEATHER_FEED_1,2026-05-07 03:00:00
2026-05-07,SOUTH,23.5,38.6,11.7,LOW,WEATHER_FEED_1,2026-05-07 03:10:00
2026-05-07,SOUTH,0.3,53.7,5.3,MEDIUM,WEATHER_FEED_1,2026-05-07 03:20:00
2026-05-07,SOUTH,4.6,24.7,7.7,LOW,WEATHER_FEED_1,2026-05-07 03:30:00
2026-05-07,SOUTH,10.1,50.5,4.9,MEDIUM,WEATHER_FEED_1,2026-05-07 03:40:00
2026-05-07,SOUTH,20.3,48.1,9.9,HIGH,WEATHER_FEED_1,2026-05-07 03:50:00
2026-05-07,SOUTH,21.3,6.4,8.5,MEDIUM,WEATHER_FEED_1,2026-05-07 04:00:00
2026-05-07,SOUTH,0.3,47.3,10.6,LOW,WEATHER_FEED_1,2026-05-07 04:10:00
2026-05-07,SOUTH,1.6,48.5,2.4,LOW,WEATHER_FEED_1,2026-05-07 04:20:00
2026-05-07,SOUTH,4.0,26.7,11.0,HIGH,WEATHER_FEED_1,2026-05-07 04:30:00
2026-05-07,SOUTH,2.4,22.2,5.6,MEDIUM,WEATHER_FEED_1,2026-05-07 04:40:00
2026-05-07,SOUTH,16.3,9.4,0.4,MEDIUM,WEATHER_FEED_1,2026-05-07 04:50:00
2026-05-07,SOUTH,11.6,26.2,11.5,MEDIUM,WEATHER_FEED_1,2026-05-07 05:00:00
2026-05-07,SOUTH,14.8,21.2,2.0,MEDIUM,WEATHER_FEED_1,2026-05-07 05:10:00
2026-05-07,SOUTH,20.0,38.8,3.4,MEDIUM,WEATHER_FEED_1,2026-05-07 05:20:00
2026-05-07,SOUTH,-2.4,47.4,9.4,LOW,WEATHER_FEED_1,2026-05-07 05:30:00
2026-05-07,SOUTH,23.4,36.7,8.1,MEDIUM,WEATHER_FEED_1,2026-05-07 05:40:00
2026-05-07,SOUTH,16.9,29.7,10.4,HIGH,WEATHER_FEED_1,2026-05-07 05:50:00
2026-05-07,SOUTH,-3.7,50.4,7.8,HIGH,WEATHER_FEED_1,2026-05-07 06:00:00
2026-05-07,SOUTH,21.6,14.6,7.3,MEDIUM,WEATHER_FEED_1,2026-05-07 06:10:00
2026-05-07,SOUTH,18.8,39.9,3.3,MEDIUM,WEATHER_FEED_1,2026-05-07 06:20:00
2026-05-07,SOUTH,23.3,26.9,2.6,MEDIUM,WEATHER_FEED_1,2026-05-07 06:30:00
2026-05-07,SOUTH,17.7,45.9,4.8,LOW,WEATHER_FEED_1,2026-05-07 06:40:00
2026-05-07,SOUTH,-3.8,55.0,11.6,MEDIUM,WEATHER_FEED_1,2026-05-07 06:50:00
2026-05-07,SOUTH,14.0,33.9,3.4,HIGH,WEATHER_FEED_1,2026-05-07 07:00:00
2026-05-07,SOUTH,-0.5,6.3,11.9,HIGH,WEATHER_FEED_1,2026-05-07 07:10:00
2026-05-07,SOUTH,6.4,17.4,7.9,HIGH,WEATHER_FEED_1,2026-05-07 07:20:00
2026-05-07,SOUTH,5.6,10.8,9.2,LOW,WEATHER_FEED_1,2026-05-07 07:30:00
2026-05-07,SOUTH,21.8,44.7,7.2,HIGH,WEATHER_FEED_1,2026-05-07 07:40:00
2026-05-07,SOUTH,6.2,10.3,0.3,MEDIUM,WEATHER_FEED_1,2026-05-07 07:50:00
2026-05-07,SOUTH,27.9,16.5,5.0,MEDIUM,WEATHER_FEED_1,2026-05-07 08:00:00
2026-05-07,SOUTH,19.6,33.3,11.9,LOW,WEATHER_FEED_1,2026-05-07 08:10:00
