event_date,region,temperature_c,wind_speed_kmh,precipitation_mm,weather_alert_level,source_system,last_updated_ts
2026-05-06,WEST,27.0,45.9,5.9,MEDIUM,WEATHER_FEED_2,2026-05-06 00:00:00
2026-05-06,WEST,22.5,20.6,6.9,HIGH,WEATHER_FEED_2,2026-05-06 00:10:00
2026-05-06,WEST,23.3,44.0,10.7,LOW,WEATHER_FEED_2,2026-05-06 00:20:00
2026-05-06,WEST,-2.5,35.6,10.0,LOW,WEATHER_FEED_2,2026-05-06 00:30:00
2026-05-06,WEST,-0.0,47.6,5.3,LOW,WEATHER_FEED_2,2026-05-06 00:40:00
2026-05-06,WEST,27.7,25.2,11.9,LOW,WEATHER_FEED_2,2026-05-06 00:50:00
2026-05-06,WEST,24.2,18.7,10.5,MEDIUM,WEATHER_FEED_2,2026-05-06 01:00:00
2026-05-06,WEST,-1.0,21.7,1.0,HIGH,WEATHER_FEED_2,2026-05-06 01:10:00
2026-05-06,WEST,24.9,11.6,4.8,MEDIUM,WEATHER_FEED_2,2026-05-06 01:20:00
2026-05-06,WEST,19.2,42.3,5.2,LOW,WEATHER_FEED_2,2026-05-06 01:30:00
2026-05-06,WEST,18.5,3.1,5.7,LOW,WEATHER_FEED_2,2026-05-06 01:40:00
2026-05-06,WEST,15.0,30.0,5.3,LOW,WEATHER_FEED_2,2026-05-06 01:50:00
2026-05-06,WEST,18.3,45.5,11.9,MEDIUM,WEATHER_FEED_2,2026-05-06 02:00:00
2026-05-06,WEST,18.2,27.8,2.7,LOW,WEATHER_FEED_2,2026-05-06 02:10:00
2026-05-06,WEST,19.4,8.3,3.8,MEDIUM,WEATHER_FEED_2,2026-05-06 02:20:00
2026-05-06,WEST,0.4,43.2,9.0,LOW,WEATHER_FEED_2,2026-05-06 02:30:00
2026-05-06,WEST,16.5,38.2,0.8,HIGH,WEATHER_FEED_2,2026-05-06 02:40:00
2026-05-06,WEST,-3.7,36.8,5.3,HIGH,WEATHER_FEED_2,2026-05-06 02:50:00
2026-05-06,WEST,2.8,41.9,11.0,HIGH,WEATHER_FEED_2,2026-05-06 03:00:00
2026-05-06,WEST,18.0,47.7,1.0,LOW,WEATHER_FEED_2,2026-05-06 03:10:00
2026-05-06,WEST,0.5,9.4,8.8,MEDIUM,WEATHER_FEED_2,2026-05-06 03:20:00
2026-05-06,WEST,26.8,19.4,1.7,MEDIUM,WEATHER_FEED_2,2026-05-06 03:30:00
2026-05-06,WEST,16.6,15.9,7.2,HIGH,WEATHER_FEED_2,2026-05-06 03:40:00
2026-05-06,WEST,15.4,43.5,8.3,HIGH,WEATHER_FEED_2,2026-05-06 03:50:00
2026-05-06,WEST,24.0,13.7,7.3,LOW,WEATHER_FEED_2,2026-05-06 04:00:00
2026-05-06,WEST,19.9,18.4,0.7,LOW,WEATHER_FEED_2,2026-05-06 04:10:00
2026-05-06,WEST,11.8,8.9,6.0,HIGH,WEATHER_FEED_2,2026-05-06 04:20:00
2026-05-06,WEST,-1.7,49.2,0.1,MEDIUM,WEATHER_FEED_2,2026-05-06 04:30:00
2026-05-06,WEST,25.9,9.9,10.3,HIGH,WEATHER_FEED_2,2026-05-06 04:40:00
2026-05-06,WEST,9.5,31.4,2.1,MEDIUM,WEATHER_FEED_2,2026-05-06 04:50:00
2026-05-06,WEST,26.5,43.1,0.2,LOW,WEATHER_FEED_2,2026-05-06 05:00:00
2026-05-06,WEST,-3.6,14.2,11.1,MEDIUM,WEATHER_FEED_2,2026-05-06 05:10:00
2026-05-06,WEST,12.2,35.7,6.0,MEDIUM,WEATHER_FEED_2,2026-05-06 05:20:00
2026-05-06,WEST,9.6,23.9,7.7,HIGH,WEATHER_FEED_2,2026-05-06 05:30:00
2026-05-06,WEST,15.7,17.4,3.7,HIGH,WEATHER_FEED_2,2026-05-06 05:40:00
2026-05-06,WEST,25.5,53.7,1.9,MEDIUM,WEATHER_FEED_2,2026-05-06 05:50:00
2026-05-06,WEST,8.5,36.0,10.0,HIGH,WEATHER_FEED_2,2026-05-06 06:00:00
2026-05-06,WEST,16.6,19.1,5.2,LOW,WEATHER_FEED_2,2026-05-06 06:10:00
2026-05-06,WEST,-2.1,7.5,5.2,MEDIUM,WEATHER_FEED_2,2026-05-06 06:20:00
2026-05-06,WEST,15.6,5.9,8.0,HIGH,WEATHER_FEED_2,2026-05-06 06:30:00
2026-05-06,WEST,19.7,9.2,8.5,HIGH,WEATHER_FEED_2,2026-05-06 06:40:00
2026-05-06,WEST,-3.6,28.8,4.2,HIGH,WEATHER_FEED_2,2026-05-06 06:50:00
2026-05-06,WEST,21.1,40.5,2.0,LOW,WEATHER_FEED_2,2026-05-06 07:00:00
2026-05-06,WEST,20.0,48.4,8.8,LOW,WEATHER_FEED_2,2026-05-06 07:10:00
2026-05-06,WEST,20.7,4.5,9.7,MEDIUM,WEATHER_FEED_2,2026-05-06 07:20:00
2026-05-06,WEST,12.8,16.7,11.7,HIGH,WEATHER_FEED_2,2026-05-06 07:30:00
2026-05-06,WEST,-1.5,26.7,4.3,MEDIUM,WEATHER_FEED_2,2026-05-06 07:40:00
2026-05-06,WEST,23.5,11.7,1.9,LOW,WEATHER_FEED_2,2026-05-06 07:50:00
2026-05-06,WEST,24.6,38.1,1.4,HIGH,WEATHER_FEED_2,2026-05-06 08:00:00
2026-05-06,WEST,12.3,5.3,10.4,LOW,WEATHER_FEED_2,2026-05-06 08:10:00
